COUNTY AREA TOTAL DEM REP LIB IND Writein
COUNTY AREA TOTAL Hubbell Reynolds Porter Siegwarth Writein
Warren "Indianola 2" 1183 621 530 27 3 2
Warren "Indianola 3" 553 339 203 8 3 0
Warren "Indianola 4" 1466 778 672 10 5 1
Warren "Indianola 5" 936 429 482 21 3 1
Warren "Indianola 6" 737 347 374 12 3 1
Warren "Indianola 7" 1332 623 665 36 8 0
Warren Jackson 511 190 306 14 0 1
Warren Jefferson 881 333 526 17 5 0
Warren Liberty 240 76 153 9 2 0
Warren "Lincoln 1-LC Twp (2)" 390 148 239 3 0 0
Warren "Norwalk 1" 1397 621 744 25 7 0
Warren "Norwalk 2 / Greenfield 1" 1046 541 491 11 2 1
Warren "Norwalk 3/Linn" 1889 899 953 30 7 0
Warren "Norwalk 4" 1737 803 897 30 7 0
Warren Otter/Milo 749 268 462 18 1 0
Warren Palmyra 291 102 187 1 1 0
Warren Richland/Palmyra 579 240 324 11 4 0
Warren "Squaw Creek" 371 124 236 10 1 0
Warren Union 294 100 188 5 1 0
Warren Virginia 529 180 337 11 1 0
Warren "White Breast" 340 130 205 3 2 0
Warren "White Oak" 544 191 345 4 2 2
Washington "Ainsworth Precinct" 1036 430 572 27 7 0
Washington "Brighton/Marion/Crawford Precinct" 881 255 605 15 6 0
Washington "Kalona Precinct" 1276 541 708 25 2 0
Washington "Riverside Precinct" 679 396 271 10 1 1
Washington "Ward One Precinct" 662 319 320 20 3 0
Washington "Ward Two Precinct" 881 365 498 13 5 0
Washington "Ward Three Precinct" 923 405 497 19 2 0
Washington "Ward Four Precinct" 1003 413 570 18 2 0
Washington "Wellman Precinct" 1241 483 719 28 10 1
Washington "West Chester Precinct" 580 139 429 12 0 0
Wayne "A01 - Allerton" 554 145 383 25 1 0
Wayne "C02 - Corydon" 745 239 492 13 1 0
Wayne "H03 - Humeston" 541 181 351 6 3 0
Wayne "S04 - Seymour" 565 157 398 7 3 0
Webster "Badger-NW Cooper" 636 261 368 5 2 0
Webster Clay-Roland 356 97 250 3 6 0
Webster Colfax-Duncombe 251 99 144 5 3 0
Webster "Cooper Township" 124 49 73 2 0 0
Webster Dayton-Burnside 611 239 353 17 2 0
Webster "Deer Creek-Jackson" 379 108 262 8 1 0
Webster "Douglas Township" 561 210 345 4 2 0
Webster "Elkhorn Township" 379 137 232 9 1 0
Webster "Fort Dodge #1" 1144 484 639 15 5 1
Webster "Fort Dodge #2" 802 410 374 15 3 0
Webster "Fort Dodge #3" 659 344 305 8 2 0
Webster "Fort Dodge #4" 662 328 323 9 2 0
Webster "Fort Dodge #5" 453 189 256 7 1 0
Webster "Fort Dodge #6" 249 134 108 6 1 0
Webster "Fort Dodge #7" 557 323 209 11 14 0
Webster "Fort Dodge #8" 579 349 217 10 3 0
Webster "Fort Dodge #9" 584 296 270 16 2 0
Webster "Fort Dodge #10" 807 394 400 9 3 1
Webster "Fort Dodge #11" 1208 501 690 13 4 0
Webster "Fort Dodge #12" 721 347 365 7 2 0
Webster Fulton 208 60 144 4 0 0
Webster Gowrie 526 171 340 12 3 0
Webster Johnson 185 78 103 3 1 0
Webster "Lost Grove" 204 61 142 1 0 0
Webster Newark 142 49 92 1 0 0
Webster "Otho-Pleasant Valley" 621 231 378 10 1 1
Webster "Sumner-Webster-Yell- Hardin" 382 131 243 5 3 0
Webster "Washington Township" 159 52 102 4 1 0
Winnebago "Buffalo Grant Lincoln" 694 222 454 11 7 0
Winnebago Center 1038 421 586 21 10 0
Winnebago "Eden Logan Norway" 304 104 195 3 2 0
Winnebago "FC3 Forest D3" 441 201 230 4 6 0
Winnebago "Forest City Ward 1" 503 212 277 11 3 0
Winnebago "Forest City Ward 2" 338 159 172 6 1 0
Winnebago "Forest City Ward 4" 341 154 177 7 3 0
Winnebago "King Linden" 330 105 216 8 1 0
Winnebago "Mt. Valley Forest D2" 282 96 182 3 1 0
Winnebago "Newton Forest D1" 361 114 237 6 4 0
Winneshiek "PCT 1 - HE/HI/PL" 573 246 318 6 3 0
Winneshiek "PCT 2 - FR/GL/DEW3/DETSUP1" 1643 858 754 17 14 0
Winneshiek "PCT 3 - DEW1/DETSUP2" 1387 709 639 20 19 0
Winneshiek "PCT 4 - DEW2" 933 625 272 16 20 0
Winneshiek "PCT 5 - CN/DEW4/DETSUP3" 1053 616 408 12 17 0
Winneshiek "PCT - 6 DEW5" 711 486 212 5 8 0
Winneshiek "PCT 7 - CA/SP" 1013 393 596 14 10 0
Winneshiek "PCT 8 - MI/BLM" 795 235 537 11 12 0
Winneshiek "PCT 9 - BLF/BO/FR/LI/MA/OR" 1035 357 644 10 24 0
Winneshiek "PCT 10 - JA/SU/WA" 653 221 424 4 4 0
Winneshiek "PCT 11 - DETSUP5" 77 39 37 1 0 0
Woodbury "1 CHURCH OF JESUS CHRIST" 1168 505 643 17 3 0
Woodbury "2 CROSS POINTE CHURCH" 722 428 272 15 7 0
Woodbury "3 CONCORDIA LUTHERAN" 1150 522 605 20 2 1
Woodbury "4 SIOUXLAND CENTER" 523 316 188 15 1 3
Woodbury "5 RIVERSIDE LUTHERAN" 929 477 427 22 3 0
Woodbury "6 FAITH LUTHERAN CHURCH" 1005 530 448 23 3 1
Woodbury "7 BRYANT/CRESCENT PARK" 922 484 411 25 2 0
Woodbury "8 MT. ZION BAPTIST CHURCH" 472 316 153 1 2 0
Woodbury "9 BOYS & GIRLS HOME" 260 160 91 5 4 0
Woodbury "10 FIRST CONGREGATIONAL" 1321 523 776 21 1 0
Woodbury "11 GIRLS INC" 297 184 106 5 1 1
Woodbury "12 ST JOHN LUTHERAN" 1213 599 590 20 4 0
Woodbury "13 SC TRANSIT SYSTEM" 555 265 268 18 4 0
Woodbury "14 BOYS & GIRLS HOME" 537 335 185 13 3 1
Woodbury "15 PEACE REFORMED/CONCORD" 1186 442 715 20 8 1
Woodbury "16 TRIMBLE UNITED METH CH" 925 455 439 22 9 0
Woodbury "17 SC BAPTIST CHURCH" 1227 551 652 20 4 0
Woodbury "18 CALVARY LUTHERAN" 1064 489 541 28 6 0
Woodbury "19 CENTRAL BAPTIST CHURCH" 1338 570 757 6 5 0
Woodbury "20 AUGUSTANA LUTHERAN" 433 289 131 10 3 0
Woodbury "21 M'SIDE LUTHERAN CHURCH" 879 402 462 12 3 0
Woodbury "22 MORNINGSIDE LIBRARY" 1172 534 597 32 9 0
Woodbury "23 IGLESIA RESTAURACION" 975 469 477 21 4 4
Woodbury "24 WASHINGTON HEIGHTS" 1078 459 592 22 5 0
Woodbury "25 M'SIDE COLLEGE EPPLEY" 967 446 491 26 4 0
Woodbury "26 MSIDE BIBLE CHURCH" 1244 488 733 19 4 0
Woodbury "27 ST JAMES UNITED METH." 1150 515 598 29 7 1
Woodbury "28 REDEEMER LUTHERAN" 2517 869 1627 16 5 0
Woodbury "29 SGT BLUFF EAST/WDBY" 1495 471 995 24 5 0
Woodbury "30 SGT BLUFF WEST" 1166 427 718 16 5 0
Woodbury "31 SALIX/LIB-LAK TWP" 546 179 358 7 2 0
Woodbury "32 BRONSON/FLO-GRG TWP" 537 147 375 11 4 0
Woodbury "33 PIERSON/RUTLAND TWP" 235 53 176 4 2 0
Woodbury "34 C'VILLE/KED-UNI TWP" 462 118 336 7 1 0
Woodbury "35 MOVILLE/ARL-MOV-WOL TW" 1154 320 818 13 3 0
Woodbury "36 LAWTON/BANNER TWP" 610 185 420 3 2 0
Woodbury "37 CLIMBING HILL/GRT-WES" 243 67 173 3 0 0
Woodbury "38 SLOAN/SLOAN TWP" 480 156 318 4 2 0
Woodbury "39 HORNICK/WILLOW TWP" 212 31 175 5 1 0
Woodbury "40 ANTHON/MILLER TWP" 293 77 207 8 1 0
Woodbury "41 DANBURY/LIS-MOR TWP" 299 55 244 0 0 0
Woodbury "42 SMITHLAND/LITTLE SIOUX" 189 39 143 6 1 0
Woodbury "43 OTO/OTO TWP" 92 28 62 2 0 0
Woodbury "44 CUSHING/ROCK TWP" 188 49 137 2 0 0
Worth "Barton Deer Creek Union Grafton" 460 160 290 8 2 0
Worth "Lincoln Manly" 654 329 299 19 7 0
Worth "Bristol Silver Lake Joice" 341 121 209 7 4 0
Worth "Brookfield Kensett" 356 132 209 11 4 0
Worth "Danville Hanlontown" 231 92 131 5 3 0
Worth Fertile 320 110 200 8 1 1
Worth "Deer Creek Grove Hartland Northwood" 1171 438 705 21 7 0
Wright Belmond 1383 569 786 18 9 1
Wright Clarion 952 355 569 16 12 0
Wright "Big 6" 551 159 383 3 6 0
Wright Dows 311 117 191 3 0 0
Wright "Eagle Grove #1" 211 103 103 4 1 0
Wright "Eagle Grove #2" 239 89 146 4 0 0
Wright "Eagle Grove #3" 350 117 224 6 3 0
Wright "Eagle Grove #4" 265 111 147 5 2 0
Wright "Rural Eagle Grove" 327 75 245 6 1 0
Wright Goldfield 358 93 255 5 5 0
