DIST COUNTY AREA TOTAL DEM REP GRN LIB OTHER
DIST COUNTY AREA TOTAL Dem Rep Grn Lib Other
3 Collin 099 0 97 71 0 6 0
3 Collin 100 0 5 6 0 1 0
3 Collin 101 0 1210 1548 0 60 0
3 Collin 102 0 622 1366 0 36 0
3 Collin 103 0 434 377 0 27 0
3 Collin 104 0 1060 469 0 45 0
3 Collin 105 0 364 486 0 12 0
3 Collin 106 0 580 756 0 31 0
3 Collin 107 0 1224 1307 0 35 0
3 Collin 108 0 1139 1013 0 44 0
3 Collin 109 0 1277 1717 0 42 0
3 Collin 110 0 924 1097 0 42 0
3 Collin 111 0 1477 2432 0 74 0
3 Collin 112 0 1079 1271 0 25 0
3 Collin 113 0 986 1128 0 75 0
3 Collin 114 0 289 830 0 22 0
3 Collin 115 0 1084 1122 0 40 0
3 Collin 116 0 1581 2105 0 62 0
3 Collin 117 0 1397 1567 0 67 0
3 Collin 118 0 1196 1927 0 66 0
3 Collin 119 0 1774 2266 0 67 0
3 Collin 120 0 1036 1700 0 41 0
3 Collin 121 0 1260 845 0 29 0
3 Collin 122 0 1158 2689 0 71 0
3 Collin 123 0 610 841 0 25 0
3 Collin 124 0 1104 1124 0 30 0
3 Collin 125 0 1953 1701 0 64 0
3 Collin 126 0 1480 1808 0 72 0
3 Collin 127 0 1189 1426 0 54 0
3 Collin 128 0 900 2982 0 73 0
3 Collin 129 0 1320 1679 0 72 0
3 Collin 130 0 1379 1423 0 52 0
3 Collin 131 0 724 1455 0 40 0
3 Collin 132 0 1103 984 0 46 0
3 Collin 134 0 2053 2152 0 86 0
3 Collin 135 0 1482 1462 0 55 0
3 Collin 136 0 608 814 0 28 0
3 Collin 137 0 588 889 0 18 0
3 Collin 138 0 304 692 0 19 0
3 Collin 139 0 1614 1365 0 65 0
3 Collin 140 0 1011 2436 0 73 0
3 Collin 141 0 1210 1262 0 48 0
3 Collin 142 0 1104 1111 0 45 0
3 Collin 143 0 643 972 0 22 0
3 Collin 144 0 869 1195 0 33 0
3 Collin 145 0 643 571 0 26 0
3 Collin 146 0 1576 1773 0 92 0
3 Collin 147 0 663 753 0 32 0
3 Collin 149 0 1218 1936 0 69 0
3 Collin 150 0 453 848 0 23 0
3 Collin 151 0 636 587 0 21 0
3 Collin 152 0 85 30 0 1 0
3 Collin 155 0 860 1224 0 46 0
3 Collin 156 0 1044 1463 0 72 0
3 Collin 157 0 1402 1590 0 45 0
