COUNTY AREA TOTAL DEM REP IAP LPN NP NPP
Clark 4552 0 420 68 6 5 11 4
Clark 4553 0 494 144 8 6 10 7
Clark 4554 0 92 9 4 0 0 1
Clark 4555 0 388 79 3 3 10 3
Clark 4556 0 335 64 4 5 12 6
Clark 4557 0 484 83 7 6 9 3
Clark 4559 0 398 76 13 4 12 5
Clark 4560 0 267 63 5 2 10 5
Clark 4561 0 336 71 5 1 10 3
Clark 4562 0 158 68 4 0 4 1
Clark 4563 0 188 100 3 3 5 1
Clark 4564 0 91 7 1 0 3 1
Clark 4565 0 665 181 9 3 13 16
Clark 4566 0 479 109 6 8 14 11
Clark 4567 0 706 105 3 6 13 7
Clark 4568 0 46 11 0 2 0 1
Clark 4569 0 406 55 9 2 12 6
Clark 4571 0 34 11 1 0 0 0
Clark 4572 0 2 0 0 0 0 0
Clark 4573 0 116 22 0 0 2 1
Clark 4574 0 0 0 0 0 0 0
Clark 4577 0 621 115 4 8 16 9
Clark 4581 0 675 172 6 5 14 11
Clark 4582 0 516 171 7 3 17 5
Clark 4583 0 516 121 8 5 11 5
Clark 4584 0 511 165 6 6 20 7
Clark 4585 0 350 103 7 3 7 5
Clark 4586 0 826 274 13 12 17 4
Clark 4590 0 207 31 4 2 6 1
Clark 4591 0 99 12 1 0 2 1
Clark 4592 0 51 6 0 0 0 0
Clark 4593 0 215 36 4 3 6 5
Clark 4594 0 0 0 0 0 0 0
Clark 4596 0 67 5 1 1 2 1
Clark 4597 0 544 64 9 3 18 0
Clark 4598 0 391 53 2 5 9 6
Clark 4599 0 399 47 2 7 8 6
Clark 4601 0 35 19 0 0 0 3
Clark 4602 0 326 63 8 2 9 4
Clark 4603 0 200 81 5 4 11 6
Clark 4604 0 159 49 3 1 6 2
Clark 4605 0 805 261 8 10 17 6
Clark 4606 0 27 5 2 0 0 0
Clark 4611 0 256 73 10 4 4 8
Clark 4612 0 570 238 8 6 14 3
Clark 4613 0 3 0 0 0 0 0
Clark 4614 0 31 21 0 0 1 2
Clark 4615 0 0 0 0 0 0 0
Clark 4616 0 611 35 9 6 22 7
Clark 4621 0 360 405 5 3 12 1
Clark 4623 0 541 253 7 14 12 14
Clark 4633 0 455 221 4 13 13 5
Clark 4634 0 602 225 5 9 22 7
Clark 4635 0 279 123 3 3 9 6
Clark 4636 0 1 0 0 0 0 0
Clark 4637 0 0 0 0 0 0 0
Clark 4638 0 0 0 0 0 0 0
Clark 4641 0 52 63 0 1 0 0
Clark 4642 0 270 75 3 2 2 4
Clark 4643 0 240 62 1 5 6 6
Clark 4645 0 0 0 0 0 0 0
Clark 4650 0 109 11 0 1 3 1
Clark 4651 0 0 1 0 0 0 0
Clark 4652 0 455 55 10 4 14 7
Clark 5003 0 60 31 1 2 1 0
Clark 5014 0 0 0 0 0 0 0
Clark 5029 0 384 152 5 8 18 4
Clark 5034 0 464 166 10 5 12 5
Clark 5036 0 276 190 10 7 14 9
Clark 5047 0 436 413 2 6 6 6
Clark 5056 0 219 57 3 1 8 3
Clark 5323 0 458 129 6 4 14 13
Clark 5324 0 400 236 5 5 8 7
Clark 5326 0 294 347 5 4 6 5
Clark 5330 0 512 259 14 4 6 8
Clark 5332 0 200 64 1 2 8 2
Clark 5333 0 418 130 6 2 9 5
Clark 5350 0 486 112 0 8 16 5
Clark 5356 0 191 72 1 4 5 1
Clark 5372 0 322 53 3 1 9 6
Clark 5384 0 267 93 2 2 7 6
Clark 5390 0 187 124 7 4 4 3
Clark 5393 0 325 282 8 2 13 6
Clark 5394 0 275 239 8 11 16 8
Clark 5395 0 182 177 5 4 17 6
Clark 5396 0 444 312 6 1 15 8
Clark 5397 0 531 492 15 6 17 7
Clark 5400 0 261 134 2 5 9 3
Clark 5403 0 246 107 4 7 10 5
Clark 5404 0 453 174 4 5 15 12
Clark 5405 0 572 178 6 5 13 13
Clark 5410 0 478 180 4 7 18 5
Clark 5412 0 508 180 4 5 14 4
Clark 5413 0 504 215 9 8 17 4
Clark 5417 0 377 137 12 3 6 2
Clark 5425 0 361 154 4 4 11 7
Clark 5430 0 489 180 0 6 3 11
Clark 5500 0 0 0 0 0 0 0
Clark 5501 0 134 120 0 1 2 2
Clark 5502 0 0 0 0 0 0 0
Clark 5503 0 0 0 0 0 0 0
Clark 5504 0 374 281 7 5 10 8
Clark 5505 0 461 267 5 7 14 12
Clark 5506 0 0 0 0 0 0 0
Clark 5511 0 263 94 3 2 11 4
Clark 5512 0 437 207 5 1 13 10
Clark 5513 0 609 285 12 9 19 8
Clark 5515 0 261 192 1 0 11 2
Clark 5521 0 225 104 3 7 3 3
Clark 5522 0 455 164 4 7 11 8
Clark 5523 0 441 269 2 2 5 4
Clark 5524 0 135 201 1 7 8 3
Clark 5525 0 108 172 2 4 1 2
Clark 5531 0 173 206 3 2 5 5
Clark 5532 0 252 129 2 3 4 4
Clark 5533 0 290 105 5 6 13 2
Clark 5534 0 241 100 5 2 8 4
Clark 5535 0 236 90 4 1 6 2
Clark 5536 0 511 186 1 4 11 10
Clark 5537 0 445 111 8 3 13 4
Clark 5541 0 38 6 0 0 0 0
Clark 5542 0 265 68 2 3 6 5
Clark 5543 0 169 27 3 5 6 1
Clark 5544 0 370 107 5 5 9 4
Clark 5545 0 587 326 20 14 22 12
Clark 5552 0 440 300 6 5 12 3
Clark 5553 0 350 210 3 7 8 3
Clark 5554 0 349 269 4 6 11 3
Clark 5555 0 251 143 4 1 2 1
Clark 5560 0 349 228 2 7 11 5
Clark 5562 0 303 144 7 7 5 3
Clark 5564 0 434 137 6 15 3 5
Clark 5565 0 447 177 5 9 11 7
Clark 5566 0 335 239 3 3 12 4
Clark 5567 0 414 228 6 6 7 5
Clark 5568 0 405 273 8 1 16 8
Clark 5569 0 343 232 2 11 10 10
Clark 5570 0 373 281 8 10 25 9
Clark 5571 0 399 177 8 6 15 10
Clark 5572 0 430 196 3 6 15 4
Clark 5573 0 331 231 3 1 8 7
Clark 5574 0 150 108 0 1 5 0
Clark 5575 0 218 103 2 4 5 1
Clark 5576 0 257 139 5 1 6 7
Clark 5577 0 281 138 2 3 2 0
Clark 5578 0 272 143 3 10 9 3
Clark 5579 0 188 62 1 6 4 5
Clark 5580 0 387 113 10 4 11 10
Clark 5581 0 372 83 4 4 9 12
Clark 5582 0 358 141 3 5 11 5
Clark 5583 0 269 81 2 6 2 1
Clark 5584 0 330 107 0 6 6 4
Clark 5585 0 390 121 4 9 10 3
Clark 5586 0 384 127 8 5 6 7
Clark 5587 0 409 313 8 2 10 1
Clark 5588 0 122 97 1 1 1 0
Clark 5589 0 115 136 0 2 1 0
Clark 5591 0 242 110 4 4 5 1
Clark 5592 0 322 145 2 5 7 3
Clark 5593 0 362 163 8 3 10 8
Clark 5594 0 340 268 10 5 6 6
Clark 5595 0 299 126 6 3 1 5
Clark 5596 0 474 139 9 10 11 10
Clark 5597 0 163 45 1 3 2 3
Clark 5598 0 526 146 6 2 13 2
Clark 5601 0 478 250 4 7 14 17
Clark 5603 0 490 316 9 10 18 12
Clark 5604 0 569 337 4 9 19 18
Clark 5612 0 215 88 7 2 4 2
Clark 5613 0 368 98 5 5 13 3
Clark 5614 0 239 42 2 4 5 5
Clark 5615 0 179 144 3 5 8 7
Clark 5616 0 324 210 14 1 9 12
Clark 5617 0 706 182 9 7 15 5
Clark 5620 0 482 253 7 12 19 14
Clark 5621 0 290 118 5 2 9 2
Clark 5622 0 180 79 5 5 2 1
Clark 5623 0 439 196 8 8 15 1
Clark 5624 0 294 198 2 6 13 4
Clark 5625 0 265 146 7 5 6 5
Clark 5631 0 257 136 4 9 11 8
Clark 5632 0 371 121 3 3 8 4
Clark 5633 0 297 82 2 8 9 7
Clark 5634 0 195 90 3 8 3 4
Clark 5635 0 658 217 4 5 14 3
Clark 5636 0 289 188 6 3 15 3
Clark 5641 0 32 17 0 0 0 2
Clark 5642 0 210 115 4 3 8 4
Clark 5643 0 0 0 0 0 0 0
Clark 5644 0 0 0 0 0 0 0
Clark 5649 0 243 322 0 5 6 8
Clark 5650 0 576 583 10 14 20 10
Clark 5651 0 92 75 4 4 2 3
Clark 5652 0 668 1108 8 11 17 15
Clark 5653 0 371 309 12 11 18 15
Clark 5654 0 257 172 9 6 13 7
Clark 6040 0 268 183 7 2 13 9
Clark 6057 0 396 324 6 8 12 7
Clark 6062 0 290 205 2 5 6 8
Clark 6066 0 252 190 3 5 5 3
Clark 6109 0 560 264 8 10 11 11
Clark 6362 0 348 128 4 4 12 8
Clark 6424 0 398 207 4 13 11 5
Clark 6431 0 372 210 5 7 6 10
Clark 6434 0 187 136 4 2 4 4
Clark 6440 0 317 215 3 3 6 9
Clark 6463 0 370 205 1 1 6 6
Clark 6468 0 420 330 7 6 10 6
Clark 6469 0 517 365 9 5 11 11
Clark 6470 0 510 365 3 3 14 8
Clark 6471 0 495 269 7 12 16 7
Clark 6475 0 461 248 6 5 10 7
Clark 6477 0 311 242 7 6 5 6
Clark 6484 0 91 105 1 1 1 1
Clark 6486 0 113 61 0 2 3 0
Clark 6487 0 207 378 7 4 19 19
Clark 6488 0 18 42 1 1 4 2
Clark 6490 0 218 283 1 4 3 2
Clark 6492 0 790 568 3 11 10 13
Clark 6493 0 395 367 4 12 16 10
Clark 6494 0 301 273 4 7 4 7
Clark 6496 0 0 0 0 0 0 0
Clark 6497 0 555 491 6 10 11 3
Clark 6498 0 31 100 0 6 0 1
Clark 6499 0 617 367 6 12 10 5
Clark 6500 0 13 10 0 0 2 0
Clark 6512 0 346 630 3 1 3 0
Clark 6513 0 154 278 0 2 0 1
Clark 6514 0 510 456 4 4 7 7
Clark 6515 0 272 388 2 2 3 2
Clark 6517 0 612 583 4 8 7 4
Clark 6520 0 384 376 6 5 4 5
Clark 6521 0 466 430 9 11 12 5
Clark 6522 0 298 386 3 2 7 2
Clark 6526 0 345 396 2 2 8 5
Clark 6527 0 792 807 2 13 20 3
Clark 6530 0 412 404 4 6 11 13
Clark 6531 0 620 382 12 12 21 12
Clark 6533 0 368 212 4 2 5 6
Clark 6538 0 312 194 3 5 7 4
Clark 6539 0 449 341 10 7 8 10
Clark 6540 0 645 429 7 12 12 16
Clark 6544 0 328 341 3 3 15 3
Clark 6545 0 394 212 2 8 7 7
Clark 6547 0 539 350 10 13 16 7
Clark 6548 0 495 312 6 11 14 7
Clark 6549 0 443 269 3 9 11 3
Clark 6600 0 258 277 4 2 2 2
Clark 6601 0 465 348 17 12 18 9
Clark 6602 0 469 331 7 15 17 8
Clark 6604 0 579 282 9 7 12 18
Clark 6605 0 75 25 1 3 3 0
Clark 6606 0 414 166 6 11 11 11
Clark 6607 0 447 194 6 7 15 13
Clark 6608 0 81 22 1 1 0 4
Clark 6609 0 542 283 11 6 12 12
Clark 6610 0 672 722 12 7 14 10
Clark 6611 0 280 268 3 4 6 4
Clark 6612 0 447 234 7 10 11 8
Clark 6613 0 248 215 3 8 6 6
Clark 6614 0 0 1 0 0 1 0
Clark 6615 0 138 182 4 7 6 0
Clark 6617 0 0 0 0 0 0 0
Clark 6621 0 435 274 3 4 11 7
Clark 6622 0 392 177 8 4 11 12
Clark 6625 0 268 339 1 10 8 1
Clark 6631 0 263 257 4 5 5 10
Clark 6632 0 269 241 3 5 10 2
Clark 6633 0 391 383 4 10 8 7
Clark 6634 0 269 375 2 4 9 3
Clark 6635 0 353 452 5 3 8 3
Clark 6642 0 350 291 4 1 6 9
Clark 6643 0 453 303 5 2 17 7
Clark 6644 0 494 451 3 2 13 6
Clark 6645 0 524 365 15 7 15 6
Clark 6648 0 444 255 9 6 13 7
Clark 6649 0 462 249 4 5 11 7
Clark 6651 0 480 357 2 5 17 8
Clark 6652 0 214 288 2 1 7 2
Clark 6653 0 381 311 1 1 5 1
Clark 6654 0 472 273 5 7 12 10
Clark 6655 0 412 398 6 7 11 6
Clark 6656 0 371 346 4 8 6 5
Clark 6657 0 427 403 3 4 8 9
Clark 6658 0 585 526 5 6 12 7
Clark 6661 0 446 330 11 4 10 6
Clark 6662 0 246 315 2 5 6 7
Clark 6663 0 291 142 6 6 8 2
Clark 6664 0 293 159 6 5 10 2
Clark 6665 0 384 358 2 4 9 2
Clark 6666 0 540 349 5 4 7 10
Clark 6667 0 373 339 8 6 10 4
Clark 6671 0 281 157 2 4 5 4
Clark 6672 0 341 217 4 4 5 1
Clark 6673 0 595 441 6 11 16 6
Clark 6674 0 364 206 7 2 9 3
Clark 6675 0 334 319 6 5 7 8
Clark 6681 0 373 523 1 5 10 4
Clark 6683 0 186 283 1 0 5 7
Clark 6684 0 163 218 1 1 7 3
Clark 6685 0 317 240 4 7 6 10
Clark 6686 0 338 155 3 4 11 4
Clark 6691 0 244 140 5 6 5 5
Clark 6692 0 251 207 5 5 8 3
Clark 6693 0 588 281 3 12 14 3
Clark 6694 0 293 199 4 9 7 3
Clark 6695 0 404 277 5 9 8 5
Clark 6700 0 131 93 1 4 2 2
Clark 6701 0 224 195 2 2 8 5
Clark 6702 0 332 214 7 8 3 2
Clark 6703 0 412 204 6 6 10 2
Clark 6704 0 409 210 10 4 10 4
Clark 6705 0 248 85 7 5 8 6
Clark 6706 0 265 112 2 3 5 4
Clark 6707 0 564 392 6 10 17 5
Clark 6708 0 436 304 1 11 13 5
Clark 6709 0 204 177 3 2 6 10
Clark 6710 0 557 203 16 10 13 7
Clark 6711 0 0 0 0 0 0 0
Clark 6712 0 128 225 2 4 4 3
Clark 6713 0 154 90 0 3 2 1
Clark 6714 0 167 61 1 4 3 2
Clark 6715 0 349 200 4 5 5 7
Clark 6716 0 576 440 1 7 14 19
Clark 6718 0 188 111 3 1 5 4
Clark 6719 0 485 403 8 6 8 12
Clark 6720 0 231 165 3 5 5 2
Clark 6721 0 424 313 4 5 13 11
Clark 6722 0 1 4 0 0 0 0
Clark 6723 0 99 54 1 1 2 0
Clark 6724 0 996 545 8 6 20 17
Clark 6725 0 806 702 7 8 15 17
Clark 6726 0 313 466 1 2 14 4
Clark 6727 0 334 412 3 2 4 3
Clark 6728 0 576 830 2 8 12 2
Clark 6729 0 199 199 2 2 5 1
Clark 6730 0 615 337 8 5 20 14
Clark 6731 0 374 307 4 5 6 5
Clark 6732 0 414 281 4 7 12 5
Clark 6733 0 613 360 7 14 10 12
Clark 6734 0 401 240 6 9 5 1
Clark 6735 0 832 519 11 9 23 15
Clark 6736 0 309 157 6 5 8 3
Clark 6737 0 632 401 9 5 14 5
Clark 6738 0 588 359 5 13 9 11
Clark 6739 0 347 157 6 9 10 9
Clark 6751 0 1059 594 13 19 15 14
Clark 6752 0 625 512 6 12 11 14
Clark 6753 0 379 317 6 13 10 11
Clark 7012 0 468 148 5 4 8 10
Clark 7047 0 402 267 1 7 13 5
Clark 7048 0 455 303 4 7 14 8
Clark 7049 0 304 210 3 4 12 4
Clark 7050 0 317 258 6 6 11 5
Clark 7054 0 323 123 8 3 8 2
Clark 7079 0 455 127 3 9 12 6
Clark 7097 0 423 156 5 11 15 10
Clark 7311 0 259 109 3 6 12 5
Clark 7312 0 425 127 4 3 12 7
Clark 7332 0 408 119 5 7 10 4
Clark 7334 0 160 55 2 4 0 3
Clark 7341 0 292 105 6 2 5 10
Clark 7351 0 260 327 3 6 9 10
Clark 7352 0 313 617 2 8 11 13
Clark 7354 0 345 344 8 10 19 11
Clark 7355 0 438 422 17 10 19 8
Clark 7356 0 211 328 8 7 9 14
Clark 7357 0 373 340 12 16 21 15
Clark 7358 0 112 86 2 2 5 3
Clark 7359 0 399 416 7 17 21 17
Clark 7360 0 214 326 5 9 17 16
Clark 7361 0 138 270 6 4 7 5
Clark 7366 0 580 433 16 13 24 14
Clark 7387 0 335 175 6 10 11 9
Clark 7395 0 432 261 4 7 11 9
Clark 7402 0 405 268 8 8 8 10
Clark 7403 0 466 346 7 14 18 6
Clark 7405 0 486 457 5 7 20 17
Clark 7410 0 401 382 6 10 9 6
Clark 7411 0 519 350 9 9 14 7
Clark 7413 0 644 514 7 15 14 8
Clark 7414 0 726 456 2 14 17 11
Clark 7415 0 480 388 3 13 16 7
Clark 7416 0 316 184 8 4 9 5
Clark 7417 0 346 171 8 5 10 6
Clark 7422 0 556 437 11 18 19 10
Clark 7430 0 373 335 4 7 16 13
Clark 7500 0 605 425 10 13 17 14
Clark 7501 0 57 36 0 0 1 1
Clark 7502 0 356 237 4 4 2 3
Clark 7503 0 150 70 4 4 3 4
Clark 7504 0 50 26 0 2 0 0
Clark 7505 0 0 0 0 0 0 0
Clark 7506 0 216 87 1 5 4 4
Clark 7507 0 546 271 3 17 13 5
Clark 7508 0 196 86 2 3 5 2
Clark 7509 0 410 147 4 5 10 9
Clark 7511 0 0 0 0 0 0 0
Clark 7512 0 226 123 4 4 5 5
Clark 7513 0 597 244 9 6 15 8
Clark 7514 0 0 0 0 0 0 0
Clark 7515 0 456 344 5 6 14 12
Clark 7521 0 9 3 0 0 1 0
Clark 7522 0 925 273 16 10 14 9
Clark 7523 0 111 50 1 3 5 1
Clark 7524 0 329 174 9 12 9 10
Clark 7525 0 236 89 1 2 12 6
Clark 7526 0 226 85 8 4 5 3
Clark 7527 0 243 121 4 7 4 4
Clark 7528 0 560 188 5 7 16 6
Clark 7529 0 325 144 0 7 8 1
Clark 7530 0 290 206 10 5 7 4
Clark 7531 0 375 156 9 10 13 6
Clark 7532 0 360 173 4 4 11 8
Clark 7533 0 0 0 0 0 0 0
Clark 7534 0 422 1052 4 7 9 4
Clark 7535 0 0 0 0 0 0 0
Clark 7536 0 247 571 5 5 12 9
Clark 7541 0 0 0 0 0 0 0
Clark 7542 0 12 17 0 1 0 0
Clark 7543 0 0 0 0 0 0 0
Clark 7545 0 287 597 3 8 13 5
Clark 7550 0 14 18 1 1 1 0
Clark 7551 0 202 532 2 11 11 3
Clark 7552 0 312 528 3 5 19 6
Clark 7553 0 340 321 2 12 13 10
Clark 7554 0 249 272 2 11 4 7
Clark 7555 0 375 568 10 16 17 11
Clark 7561 0 259 494 3 8 13 10
Clark 7562 0 257 470 8 10 15 9
Clark 7563 0 176 403 2 2 15 1
Clark 7564 0 205 399 3 15 9 9
Clark 7569 0 480 389 4 19 25 19
Clark 7570 0 252 227 2 5 4 12
Clark 7571 0 293 182 4 8 13 5
Clark 7572 0 304 261 4 10 20 16
Clark 7573 0 374 451 4 11 13 20
Clark 7574 0 359 399 7 6 3 9
Clark 7575 0 187 284 4 3 10 6
Clark 7581 0 368 562 8 9 10 10
Clark 7582 0 454 455 8 16 11 14
Clark 7583 0 400 551 5 8 16 12
Clark 7584 0 288 430 9 9 20 5
Clark 7585 0 244 546 2 7 16 11
Clark 7590 0 76 67 1 0 1 2
Clark 7591 0 258 342 2 7 15 10
Clark 7592 0 317 263 3 4 8 4
Clark 7593 0 433 710 11 12 15 13
Clark 7594 0 679 915 12 21 29 24
Clark 7595 0 112 331 0 7 3 6
Clark 7601 0 412 610 5 9 15 6
Clark 7602 0 449 640 9 8 16 12
Clark 7603 0 513 799 6 10 25 11
Clark 7604 0 322 450 10 9 14 7
Clark 7605 0 391 536 5 15 23 4
Clark 7611 0 298 452 0 11 5 4
Clark 7612 0 279 243 5 6 5 3
Clark 7613 0 293 347 4 11 11 7
Clark 7614 0 338 285 7 7 14 5
Clark 7615 0 642 630 8 12 15 6
Clark 7622 0 208 173 2 0 7 7
Clark 7623 0 482 417 7 12 14 11
Clark 7624 0 524 377 6 8 14 7
Clark 7625 0 303 281 1 3 4 6
Clark 7631 0 508 623 3 15 9 7
Clark 7632 0 373 260 6 3 6 8
Clark 7633 0 383 391 5 3 7 5
Clark 7634 0 260 283 2 1 3 0
Clark 7635 0 357 296 2 6 8 5
Clark 7641 0 348 437 1 2 10 1
Clark 7642 0 287 345 0 5 6 4
Clark 7643 0 220 201 3 2 2 0
Clark 7644 0 386 469 2 6 5 7
Clark 7645 0 164 137 1 0 3 3
Clark 7651 0 689 639 7 7 17 7
Clark 7652 0 306 405 2 9 11 5
Clark 7653 0 272 394 1 7 4 3
Clark 7654 0 348 345 5 7 9 2
Clark 7661 0 272 163 5 11 8 4
Clark 7662 0 383 314 5 3 12 7
Clark 7663 0 471 378 5 9 14 7
Clark 7664 0 296 257 2 6 9 2
Clark 7665 0 355 325 6 8 8 6
Clark 7671 0 307 346 0 2 3 3
Clark 7672 0 316 238 0 8 7 4
Clark 7674 0 164 143 0 3 3 2
Clark 7675 0 283 298 3 5 14 9
Clark 7681 0 324 350 1 9 5 4
Clark 7682 0 258 181 1 4 8 5
Clark 7683 0 430 441 3 8 10 5
Clark 7684 0 329 214 1 8 5 6
Clark 7685 0 410 262 5 8 16 9
Clark 7691 0 235 287 1 1 5 0
Clark 7692 0 476 438 10 6 9 7
Clark 7693 0 513 413 4 7 9 10
Clark 7694 0 464 388 9 5 11 4
Clark 7695 0 421 352 10 8 13 7
Clark 7701 0 63 29 1 0 0 0
Clark 7702 0 491 334 7 16 14 11
Clark 7703 0 351 275 3 5 16 3
Clark 7704 0 217 173 1 7 6 2
Clark 7705 0 329 443 2 8 8 3
Clark 7706 0 361 304 7 4 19 6
Clark 7707 0 329 301 2 7 5 1
Clark 7712 0 272 308 0 9 6 3
Clark 7713 0 246 252 2 9 4 3
Clark 7714 0 327 186 5 5 8 4
Clark 7715 0 572 455 9 11 18 8
Clark 7720 0 30 14 0 0 0 0
Clark 7722 0 285 278 0 3 5 4
Clark 7723 0 356 342 4 7 12 9
Clark 7724 0 12 9 0 0 0 0
Clark 7726 0 401 246 7 4 3 9
Clark 7730 0 701 597 7 14 19 17
Clark 7731 0 368 333 2 6 8 10
Clark 7732 0 478 380 8 12 9 4
Clark 7733 0 350 356 7 10 4 1
Clark 7734 0 0 0 0 0 0 0
Clark 7743 0 0 0 0 0 0 0
Clark 7745 0 0 0 0 0 0 0
Clark 9991 0 34 10 0 0 1 0
Clark 9993 0 24 15 2 1 1 0
Clark 9994 0 25 6 0 1 0 2
Clark 9995 0 0 0 0 0 0 0
Douglas 01-Centerville 0 156 482 3 6 7 9
Douglas "02-Fish Springs" 0 273 737 7 12 19 4
Douglas 03-Gardnerville 0 335 483 5 13 16 13
Douglas "04-Carson Valley Estates" 0 227 362 9 6 10 3
Douglas 05-Genoa 0 206 518 3 7 6 2
Douglas "06-Jacks Valley" 0 363 605 4 10 9 10
Douglas 07-Minden 0 239 385 1 7 14 7
Douglas "08-Ranchos I" 0 301 571 6 6 15 16
Douglas "09-Ranchos II" 0 244 454 4 5 10 8
Douglas 10-TRE 0 215 573 9 18 26 11
Douglas "11-Johnson Lane" 0 250 666 2 1 23 7
Douglas 12-Dresslerville 0 59 16 2 1 2 2
Douglas "13-Indian Hills - West" 0 332 513 7 7 14 7
Douglas 14-Pinenut 0 167 508 3 5 5 1
Douglas 15-Valley 0 86 220 0 3 5 1
Douglas 16-Mottsville 0 194 419 2 5 9 7
Douglas 17-Ruhenstroth 0 253 822 6 18 13 8
Douglas "18-Ranchos III-2" 0 150 321 0 4 8 5
Douglas "19-Ranchos IV" 0 242 467 3 8 19 12
Douglas 20-Birch/Ranchos 0 273 439 5 9 11 4
Douglas 21-Wildhorse 0 239 647 5 9 12 3
Douglas 22-Saratoga 0 287 715 6 4 17 10
Douglas "23-Indian Hills - East" 0 292 424 3 4 8 6
Douglas "24-Topaz Lake" 0 83 290 2 4 7 3
Douglas 25-Pleasantview 0 310 736 5 10 14 11
Douglas 26-Westwood 0 129 316 0 2 7 4
Douglas 27-Winhaven 0 240 403 2 8 11 2
Douglas "28-Orchard Road" 0 106 446 1 6 11 5
Douglas "29-Autumn Hils" 0 143 420 4 6 2 5
Douglas "30-East Fork" 0 0 0 0 0 0 0
Douglas 31-Chichester 0 209 358 1 7 9 4
Douglas "32-East Valley" 0 103 333 2 9 3 2
Douglas "33-Hot Springs" 0 120 291 0 5 8 5
Douglas 34-Sunridge 0 134 246 2 5 4 4
Douglas 35-Glenbrook 0 102 251 1 3 4 2
Douglas 36-Skyland 0 108 234 1 1 1 2
Douglas "37-Zephyr Cove" 0 169 205 2 6 5 0
Douglas "38-Round Hill" 0 236 238 3 5 5 4
Douglas 39-Edgewood 0 72 64 3 2 1 3
Douglas 40-Kingsbury 0 319 326 9 7 9 6
Douglas 41-Daggett 0 335 238 1 12 9 6
Douglas 99 0 2 0 0 0 0 0
Elko 1 0 82 223 4 7 8 9
Elko 10 0 140 537 3 7 8 3
Elko 11 0 99 219 5 5 6 4
Elko 12 0 119 552 9 10 8 11
Elko 13 0 51 287 6 5 5 6
Elko 14 0 169 672 7 15 10 10
Elko 15 0 60 254 4 4 5 3
Elko 16 0 28 216 2 9 2 5
Elko 17 0 3 11 0 0 0 0
Elko 18 0 41 154 0 2 8 1
Elko 19 0 39 146 2 4 7 1
Elko 2 0 80 177 4 6 6 8
Elko 20 0 189 184 9 7 22 5
Elko 21 0 49 53 4 4 5 2
Elko 22 0 139 817 10 11 15 6
Elko 23 0 170 739 10 13 15 5
Elko 24 0 70 489 3 4 9 10
Elko 25 0 73 443 4 6 4 10
Elko 26 0 80 408 1 3 4 5
Elko 27 0 35 232 2 1 5 3
Elko 28 0 5 69 0 0 1 1
Elko 29 0 57 20 1 1 7 1
Elko 3 0 113 295 3 6 15 6
Elko 30 0 1 41 0 0 1 2
Elko 31 0 10 23 0 0 0 1
Elko 32 0 47 500 7 7 12 10
Elko 33 0 10 79 0 1 3 0
Elko 34 0 12 101 1 0 2 0
Elko 35 0 7 83 1 1 4 1
Elko 36 0 16 77 1 0 4 0
Elko 37 0 14 78 0 1 0 1
Elko 38 0 74 69 0 1 1 3
Elko 39 0 14 56 2 0 0 1
Elko 4 0 102 258 7 9 7 0
Elko 40 0 121 774 6 8 13 10
Elko 41 0 140 712 3 7 4 6
Elko 5 0 88 268 7 2 5 7
Elko 6 0 84 326 5 11 8 7
Elko 7 0 52 258 2 9 9 0
Elko 8 0 135 354 3 7 7 7
Elko 9 0 85 236 4 11 5 1
Elko 99 0 1 1 0 0 0 0
Esmeralda 1 0 27 116 2 8 11 7
Esmeralda 2 0 1 31 0 2 1 0
Esmeralda 3 0 21 118 1 0 5 2
Esmeralda 4 0 3 10 0 0 0 0
Esmeralda 5 0 0 5 0 0 0 0
Esmeralda 99 0 0 0 0 0 0 0
Eureka 1 0 18 236 3 1 6 4
Eureka 2 0 33 203 2 5 15 4
Eureka 3 0 14 98 0 2 0 3
Eureka 4 0 9 96 2 1 1 2
Eureka 99 0 0 0 0 0 0 0
Humboldt 1 0 137 319 4 8 14 6
Humboldt 10 0 39 30 1 1 10 0
Humboldt 11 0 18 184 0 1 0 2
Humboldt 12 0 10 110 1 1 1 1
Humboldt 13 0 36 135 4 8 8 3
Humboldt 14 0 77 382 6 5 9 9
Humboldt 15 0 35 163 3 2 2 4
Humboldt 2 0 163 306 3 8 12 6
Humboldt 3 0 123 302 5 5 15 6
Humboldt 4 0 125 252 7 8 18 11
Humboldt 5 0 167 607 3 3 14 8
Humboldt 6 0 146 564 5 8 15 15
Humboldt 7 0 87 500 4 9 19 1
Humboldt 8 0 10 74 1 3 0 0
Humboldt 9 0 14 92 4 1 2 5
Humboldt 99 0 1 2 0 0 0 1
Lander 99 0 0 0 0 0 0 0
Lander "Argenta 01" 0 56 240 5 9 7 4
Lander "Argenta 02" 0 92 268 4 6 16 11
Lander "Argenta 03" 0 29 106 2 2 3 2
Lander "Argenta 04" 0 55 418 4 4 13 3
Lander "Argenta 05" 0 75 388 8 12 22 10
Lander "Austin 07" 0 15 58 2 2 2 0
Lander "Gillman Springs Ranch 08" 0 1 11 0 0 0 0
Lander "Kingston 09" 0 23 47 0 1 0 0
Lander "Southern Lander County 06" 0 4 52 0 0 1 0
Lincoln "1 - ALAMO" 0 51 416 1 2 11 6
Lincoln "2 - CALIENTE" 0 0 0 0 0 0 0
