COUNTY AREA TOTAL DEM REP DEM IND DEM REP IND LBT IRP IND DEM UPA IND IND REP REP None DEM REP
COUNTY AREA TOTAL Kelly McSally Arif Beckett Chilton Davida Decker Dorchester Glenn Haupt Kapadia Rodriguez Rodriguez1 Saenz Schiess Simmons Stevens Stewart Thomas
Gila "Central Heights" 0 123 216 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "Claypool #1" 0 211 379 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "Claypool #2" 0 234 339 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "Claypool #3" 0 175 158 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "Copper Basin" 0 340 144 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "East Globe" 0 276 449 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila Gisela 0 110 361 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "Globe #1" 0 164 330 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "Globe #11" 0 177 394 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "Globe #2" 0 90 86 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "Globe #3" 0 53 54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "Globe #4" 0 251 240 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "Globe #6" 0 290 428 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "Globe #7" 0 148 226 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "Globe #8" 0 216 183 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "Miami #1" 0 171 194 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "Miami #3" 0 192 139 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "Payson #1" 0 306 815 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "Payson #2" 0 449 1250 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "Payson #3" 0 667 1696 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "Payson #4" 0 344 677 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "Payson #5" 0 389 1127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "Payson #6" 0 276 731 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "Payson #7" 0 238 572 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "Payson #8" 0 336 878 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "Pinal Creek" 0 83 125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "Pine-Strawberry East" 0 158 408 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "Pine Strawberry West" 0 462 1155 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila Roosevelt 0 54 145 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "San Carlos" 0 1258 293 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "Sierra Ancha" 0 25 101 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "Star Valley" 0 510 1662 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "Tonto Basin" 0 245 875 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila Wheatfields 0 36 67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "Whispering Pines" 0 60 162 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila Young 0 73 417 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Gila "Zane Grey" 0 171 370 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Graham "Artesia #20" 0 124 502 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Graham "Bonita #13" 0 14 115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Graham "Bylas #11" 0 579 110 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Graham "Cactus #17" 0 45 122 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Graham "Central #8" 0 42 435 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Graham "Desert Hills #19" 0 205 705 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Graham "Ft Thomas #10" 0 33 180 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Graham "Gila River #22" 0 13 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Graham "Jackson #18" 0 215 753 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Graham "Klondyke #12" 0 16 42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Graham "Layton #4" 0 190 294 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Graham "Layton #5" 0 347 837 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Graham "Peridot #16" 0 476 83 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Graham "Pima #9" 0 352 1644 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Graham "Quatro Cerros #21" 0 16 62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Graham "Safford #15" 0 485 789 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Graham "Safford #2" 0 419 762 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Graham "Safford #3" 0 159 384 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Graham "Solomon #1" 0 266 506 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Graham "Thatcher #6" 0 114 611 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Graham "Thatcher #7" 0 342 1114 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Graham "Thunderbird #14" 0 54 236 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Greenlee "001 Eagle" 0 1 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Greenlee "002 Blue" 0 1 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Greenlee "003 Clifton 1" 0 389 347 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Greenlee "004 Clifton 2" 0 238 208 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Greenlee "005 Morenci" 0 324 555 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Greenlee "006 East Plantsite" 0 57 143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Greenlee "007 York/Sheldon" 0 189 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Greenlee "008 Duncan" 0 204 534 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"La Paz" "051 Parker" 0 1068 1096 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
