COUNTY AREA TOTAL DEM REP GRN IND1 IND2 WI1
COUNTY AREA TOTAL Strickland Portman DeMare Connors Rupert Stahl
Brown "SARDINIA VILLAGE" 328 59 242 4 4 9 0
Brown "CLARK HAMERSVILLE" 604 89 463 7 18 8 0
Brown "CLARK TWP WEST" 625 97 489 8 8 7 0
Brown "EAGLE TWP" 585 89 450 8 7 6 0
Brown "MT ORAB NORTH" 706 125 534 5 5 9 0
Brown "JACKSON TWP" 876 148 653 14 15 9 0
Brown "JEFFERSON RUSS" 670 129 492 4 11 13 0
Brown "LEWIS TWP NORTH" 811 154 579 7 21 13 0
Brown LEWIS/HIGGINSPORT 355 60 265 3 7 5 0
Brown "PERRY TWP-VILLAGES" 605 104 442 13 16 11 0
Brown "PIKE TWP EAST" 615 118 457 3 5 9 0
Brown "PIKE TWP WEST" 573 72 447 5 11 9 0
Brown "GEORGETOWN EAST" 645 145 449 10 15 8 0
Brown "GEORGETOWN NORTH" 655 115 492 4 7 10 0
Brown "PLEASANT TWP" 718 153 519 6 16 4 0
Brown "SCOTT TWP" 638 101 488 2 16 7 0
Brown "STERLING TWP NORTH" 906 113 712 27 13 11 0
Brown "STERLING TWP SOUTH" 686 132 505 7 9 17 0
Brown "RIPLEY VILLAGE" 703 174 482 4 14 7 0
Brown "UNION TWP" 595 123 417 8 15 9 0
Brown "WASHINGTON TWP" 739 133 545 5 13 12 0
Butler FAIR2WD1 758 284 408 11 11 11 0
Butler FAIR11WD3 657 123 499 11 2 4 0
Butler FAIR4WD1 471 174 261 7 8 5 0
Butler FAIR5WD1 396 157 211 3 4 7 0
Butler FAIR6WD1 573 322 183 12 8 11 0
Butler FAIR7WD1 511 165 321 4 4 6 0
Butler FAIR8WD1 423 198 179 6 4 6 0
Butler FAIR9WD1 423 126 267 7 4 5 0
Butler FAIR3WD1 596 257 295 13 7 8 0
Butler FAIR1WD2 586 142 400 8 5 3 0
Butler FAIR2WD2 547 126 369 6 9 11 0
Butler FAIR3WD2 525 172 312 4 7 11 0
Butler FAIR4WD2 460 206 192 7 7 13 0
Butler FAIR5WD2 531 132 341 16 13 7 0
Butler FAIR6WD2 556 159 353 7 11 9 0
Butler FAIR7WD2 596 277 267 12 9 8 0
Butler FAIR8WD2 295 136 136 4 7 3 0
Butler FAIR1WD3 504 123 342 11 6 4 0
Butler FAIR2WD3 571 199 313 14 12 7 0
Butler FAIR3WD3 515 103 380 10 7 3 0
Butler FAIR4WD3 529 134 354 10 6 3 0
Butler FAIR5WD3 619 179 400 6 7 9 0
Butler FAIR6WD3 540 165 341 2 7 8 0
Butler FAIR7WD3 610 157 418 6 10 5 0
Butler FAIR8WD3 464 116 297 13 7 3 0
Butler FAIR10WD3 521 147 332 11 9 5 0
Butler FAIR10WD4 642 107 492 9 8 5 0
Butler FAIR2WD4 733 170 493 9 21 7 0
Butler FAIR3WD4 621 122 462 5 7 8 0
Butler FAIR4WD4 730 248 420 8 8 12 0
Butler FAIR5WD4 626 108 476 9 4 12 0
Butler FAIR6WD4 686 133 503 8 11 6 0
Butler FAIR7WD4 539 103 395 11 4 6 0
Butler FAIR8WD4 609 146 435 5 4 5 0
Butler FAIR9WD4 578 100 444 3 2 6 0
Butler HAM1WD1 627 141 445 8 4 11 0
Butler HAM2WD1 664 145 470 7 5 15 0
Butler HAM3WD1 435 116 277 6 7 8 0
Butler HAM4WD1 440 146 244 11 8 4 0
Butler HAM5WD1 528 146 332 17 9 10 0
Butler HAM6WD1 520 129 335 10 6 7 0
Butler HAM7WD1 1015 209 734 6 9 9 0
Butler HAM8WD1 538 140 346 12 11 7 0
Butler HAM9WD1 556 170 339 10 6 10 0
Butler HAM10WD1 556 142 366 5 7 9 0
Butler HAM11WD1 596 157 389 11 10 8 0
Butler HAM12WD1 587 130 416 7 8 6 0
Butler HAM13WD1 407 107 253 6 9 10 0
Butler HAM14WD1 401 97 265 6 8 3 0
Butler HAM15WD1 788 183 556 3 5 9 0
Butler HAM16WD1 142 26 110 0 1 1 0
Butler HAM17WD1 646 158 435 11 10 10 0
Butler HAM18WD1 1094 200 819 3 9 11 0
Butler HAM19WD1 430 99 284 4 7 10 0
Butler HAM20WD1 709 154 512 6 9 9 0
Butler HAM21WD1 592 180 370 6 5 10 0
Butler HAM22WD1 677 129 483 9 11 14 0
Butler HAM23WD1 411 74 308 7 4 2 0
Butler HAM1WD2 336 245 59 6 4 3 0
Butler HAM2WD2 437 341 53 4 11 5 0
Butler HAM1WD3 821 258 486 12 19 14 0
Butler HAM2WD3 344 121 187 7 5 7 0
Butler HAM1WD4 569 315 196 14 8 9 0
Butler HAM2WD4 621 137 409 15 8 16 0
Butler HAM1WD5 417 138 224 11 10 8 0
Butler HAM2WD5 433 106 280 6 7 10 0
Butler HAM3WD5 746 325 351 15 13 9 0
Butler HAM1WD6 424 133 251 7 7 12 0
Butler HAM2WD6 565 154 358 8 9 7 0
Butler HAM3WD6 415 117 253 8 7 9 0
Butler HAM4WD6 623 145 413 9 17 11 0
Butler HAM5WD6 508 144 329 7 3 3 0
Butler HAM6WD6 164 60 79 3 6 4 0
Butler HAM7WD6 514 86 375 7 4 5 0
Butler MIDD1WD1 417 105 266 10 12 8 0
Butler MIDD2WD1 495 125 328 8 5 16 0
Butler MIDD3WD1 525 119 382 7 7 6 0
Butler MIDD4WD1 568 140 391 3 4 9 0
Butler MIDD5WD1 764 152 552 17 8 12 0
Butler MIDD6WD1 265 71 165 4 2 9 0
Butler MIDD7WD1 548 154 339 11 14 11 0
Butler MIDD8WD1 422 92 289 12 6 7 0
Butler MIDD9WD1 364 168 142 9 12 13 0
Butler MIDD2WD2 487 322 122 7 2 10 0
Butler MIDD3WD2 380 292 45 8 8 5 0
Butler MIDD4WD2 311 90 192 3 6 11 0
Butler MIDD5WD2 346 114 189 6 10 9 0
Butler MIDD6WD2 404 289 74 8 7 7 0
Butler MIDD7WD2 259 174 58 3 4 8 0
Butler MIDD8WD2 355 85 226 3 6 9 0
Butler MIDD1WD3 526 88 418 3 4 4 0
Butler MIDD2WD3 463 133 298 9 8 3 0
Butler MIDD3WD3 468 155 281 7 1 7 0
Butler MIDD4WD3 372 115 228 6 4 6 0
Butler MIDD5WD3 580 146 393 9 3 9 0
Butler MIDD6WD3 735 164 516 9 12 8 0
Butler MIDD7WD3 632 150 442 5 14 7 0
Butler MIDD8WD3 501 148 313 5 5 13 0
Butler MIDD9WD3 450 99 325 5 3 9 0
Butler MIDD10WD3 493 140 318 7 6 8 0
Butler MIDD11WD3 618 156 421 2 4 10 0
Butler MIDD1WD4 530 187 294 8 8 14 0
Butler MIDD2WD4 492 153 291 5 10 12 0
Butler MIDD3WD4 502 146 317 5 9 12 0
Butler MIDD4WD4 344 131 193 3 2 8 0
Butler MIDD5WD4 445 146 260 7 8 8 0
Butler MIDD6WD4 701 215 406 16 12 15 0
Butler MIDD7WD4 569 240 270 7 11 14 0
Butler MIDD8WD4 559 178 332 7 9 12 0
Butler "OXFORD 1" 588 266 270 12 4 2 0
Butler "OXFORD 2" 471 262 179 9 3 3 0
Butler "OXFORD 3" 827 443 352 7 0 2 0
Butler "OXFORD 4" 580 321 191 24 7 7 0
Butler "OXFORD 5" 464 215 203 13 10 4 0
Butler "OXFORD 6" 437 188 211 4 5 4 0
Butler "OXFORD 7" 396 162 191 9 4 3 0
Butler "OXFORD 8" 547 270 211 24 7 5 0
Butler "OXFORD 9" 633 289 279 22 14 6 0
Butler "OXFORD 10" 613 290 291 4 9 5 0
Butler "OXFORD 11" 999 455 428 30 10 7 0
Butler "OXFORD 12" 520 191 257 20 2 3 0
Butler "OXFORD 13" 600 306 260 11 6 6 0
Butler "TRENTON 1" 147 23 109 5 4 0 0
Butler "TRENTON 2" 838 125 653 7 9 14 0
Butler "TRENTON 3" 779 123 607 5 7 12 0
Butler "TRENTON 4" 787 131 598 6 8 17 0
Butler "TRENTON 5" 324 80 212 3 11 3 0
Butler "TRENTON 6" 728 118 527 12 20 19 0
Butler "TRENTON 7" 836 140 627 4 7 18 0
Butler "FAIRFIELD TWP 1" 540 83 426 4 8 6 0
Butler "FAIRFIELD TWP 2" 361 87 238 10 11 3 0
Butler "FAIRFIELD TWP 3" 509 113 341 9 8 5 0
Butler "FAIRFIELD TWP 4" 738 191 503 7 5 6 0
Butler "FAIRFIELD TWP 5" 428 161 227 5 10 3 0
Butler "FAIRFIELD TWP 6" 856 210 604 5 3 6 0
Butler "FAIRFIELD TWP 7" 705 127 522 11 10 8 0
Butler "FAIRFIELD TWP 8" 618 121 440 14 8 6 0
Butler "FAIRFIELD TWP 9" 641 129 473 5 6 5 0
Butler "FAIRFIELD TWP 10" 621 124 457 5 8 7 0
Butler "FAIRFIELD TWP 11" 927 204 648 15 16 7 0
Butler "FAIRFIELD TWP 12" 946 272 610 15 10 9 0
Butler "FAIRFIELD TWP 13" 383 78 284 4 3 5 0
Butler "HANOVER TWP 1" 185 22 153 0 2 2 0
Butler "HANOVER TWP 2" 617 103 461 9 11 7 0
Butler "HANOVER TWP 3" 481 82 363 4 3 7 0
Butler "HANOVER TWP 4" 673 104 523 10 5 8 0
Butler "HANOVER TWP 5" 737 131 550 7 13 5 0
Butler "HANOVER TWP 6" 83 16 57 1 4 3 0
Butler "HANOVER TWP 7" 737 131 551 10 5 9 0
Butler "LEMON TWP 1" 220 54 139 2 6 4 0
Butler "LEMON TWP 2" 347 87 213 5 13 9 0
Butler "LIBERTY TWP 1" 927 250 598 9 16 8 0
Butler "LIBERTY TWP 2" 986 269 649 11 9 15 0
Butler "LIBERTY TWP 3" 1266 226 958 12 17 9 0
Butler "LIBERTY TWP 4" 1028 217 744 9 12 9 0
Butler "LIBERTY TWP 5" 756 242 454 12 8 11 0
Butler "LIBERTY TWP 6" 883 186 629 5 9 14 0
Butler "LIBERTY TWP 7" 987 199 738 8 6 9 0
Butler "LIBERTY TWP 8" 729 151 535 2 6 10 0
Butler "LIBERTY TWP 9" 818 153 613 4 9 7 0
Butler "LIBERTY TWP 10" 577 118 414 5 9 6 0
Butler "LIBERTY TWP 11" 1158 229 869 10 7 15 0
Butler "LIBERTY TWP 12" 1016 198 769 3 11 13 0
Butler "LIBERTY TWP 13" 890 200 642 10 8 5 0
Butler "MADISON TWP 1" 1020 163 758 15 20 20 0
Butler "MADISON TWP 2" 1007 182 735 16 15 27 0
Butler "MADISON TWP 3" 1001 156 765 9 11 23 0
Butler "MADISON TWP 4" 1125 194 847 9 19 16 0
Butler "MADISON TWP 5" 198 28 152 1 6 0 0
Butler "MILFORD TWP 1" 825 133 630 10 13 15 0
Butler "MILFORD TWP 2" 1105 192 826 12 14 16 0
Butler "MORGAN TWP 1" 451 62 353 4 6 4 0
Butler "MORGAN TWP 2" 568 55 472 7 6 8 0
Butler "MORGAN TWP 3" 809 95 639 18 6 10 0
Butler "MORGAN TWP 4" 723 75 602 10 11 6 0
Butler "MORGAN TWP 5" 633 80 515 2 4 9 0
Butler "OXFORD TWP 1" 637 179 420 10 7 4 0
Butler "OXFORD TWP 2" 64 24 36 1 1 0 0
Butler "OXFORD TWP 3" 742 339 363 13 4 6 0
Butler "REILY TWP 1" 680 127 504 5 14 7 0
Butler "REILY TWP 2" 877 185 630 7 9 7 0
Butler "ROSS TWP 1" 565 79 453 6 2 9 0
Butler "ROSS TWP 2" 874 99 722 11 8 11 0
Butler "ROSS TWP 3" 1064 148 850 7 7 17 0
Butler "ROSS TWP 4" 803 100 650 3 8 11 0
Butler "ROSS TWP 5" 243 30 193 2 2 4 0
Butler "ROSS TWP 6" 562 97 424 7 8 9 0
Butler "ROSS TWP 7" 556 72 446 9 5 8 0
Butler "ST CLAIR TWP 1" 837 117 648 9 16 11 0
Butler "ST CLAIR TWP 2" 256 40 194 3 4 6 0
Butler "ST CLAIR TWP 3" 662 109 486 9 12 16 0
Butler "ST CLAIR TWP 4" 699 160 461 10 8 14 0
Butler "ST CLAIR TWP 5" 338 77 231 9 8 6 0
Butler "WEST CHESTER TWP 1" 996 278 668 6 10 9 0
Butler "WEST CHESTER TWP 2" 783 178 576 7 9 1 0
Butler "WEST CHESTER TWP 3" 782 210 533 10 11 3 0
Butler "WEST CHESTER TWP 4" 862 240 571 18 6 2 0
Butler "WEST CHESTER TWP 5" 641 169 431 3 9 11 0
Butler "WEST CHESTER TWP 6" 670 168 462 9 7 3 0
Butler "WEST CHESTER TWP 7" 810 227 540 6 14 4 0
Butler "WEST CHESTER TWP 8" 628 170 408 10 15 7 0
Butler "WEST CHESTER TWP 10" 782 143 602 4 3 4 0
Butler "WEST CHESTER TWP 11" 1007 233 692 14 21 8 0
Butler "WEST CHESTER TWP 12" 651 203 410 9 7 1 0
Butler "WEST CHESTER TWP 13" 713 215 449 7 5 9 0
Butler "WEST CHESTER TWP 14" 892 222 625 8 2 12 0
Butler "WEST CHESTER TWP 15" 774 219 511 8 8 1 0
Butler "WEST CHESTER TWP 16" 666 227 375 10 12 8 0
Butler "WEST CHESTER TWP 17" 660 174 443 8 6 9 0
Butler "WEST CHESTER TWP 18" 591 133 423 7 5 12 0
Butler "WEST CHESTER TWP 19" 865 206 612 5 11 7 0
Butler "WEST CHESTER TWP 20" 975 213 683 14 16 9 0
Butler "WEST CHESTER TWP 21" 857 304 491 8 10 7 0
Butler "WEST CHESTER TWP 22" 644 285 313 9 4 11 0
Butler "WEST CHESTER TWP 23" 622 199 373 10 2 11 0
Butler "WEST CHESTER TWP 24" 729 236 447 11 2 7 0
Butler "WEST CHESTER TWP 25" 783 222 519 10 6 2 0
Butler "WEST CHESTER TWP 26" 851 224 569 11 11 4 0
Butler "WEST CHESTER TWP 27" 560 238 271 16 4 7 0
Butler "WEST CHESTER TWP 28" 704 186 463 16 8 12 0
Butler "WEST CHESTER TWP 29" 781 201 533 10 4 6 0
Butler "WEST CHESTER TWP 30" 916 284 574 18 13 4 0
Butler "WEST CHESTER TWP 31" 723 126 549 6 4 15 0
Butler "WEST CHESTER TWP 32" 833 169 606 8 15 8 0
Butler "WEST CHESTER TWP 33" 690 157 491 3 12 4 0
Butler "WEST CHESTER TWP 34" 692 160 479 13 13 5 0
Butler "WEST CHESTER TWP 35" 987 286 646 8 10 9 0
Butler "WEST CHESTER TWP 36" 839 178 587 15 17 13 0
Butler "WEST CHESTER TWP 37" 327 72 230 2 2 11 0
Butler "WEST CHESTER TWP 38" 454 89 325 3 13 9 0
Butler "WEST CHESTER TWP 39" 457 313 105 6 8 7 0
Butler "WEST CHESTER TWP 40" 843 200 589 10 3 3 0
Butler "WEST CHESTER TWP 41" 820 190 568 13 14 10 0
Butler "WEST CHESTER TWP 42" 702 165 498 3 9 4 0
Butler "WEST CHESTER TWP 43" 753 177 535 2 13 8 0
Butler "WEST CHESTER TWP 44" 785 164 579 9 8 3 0
Butler "WAYNE TWP 1" 335 28 271 3 7 8 0
Butler "WAYNE TWP 2" 639 120 466 7 14 8 0
Butler "WAYNE TWP 3" 382 49 304 1 9 5 0
Butler "WAYNE TWP 4" 657 89 517 5 9 8 0
Butler "WAYNE TWP 5" 453 75 340 7 2 8 0
Butler "SHARON 1" 516 137 336 5 6 17 0
Butler "SHARON 2" 497 103 372 5 1 4 0
Butler "MONROE 4" 1313 322 907 6 9 19 0
Butler "MONROE 5" 587 111 441 7 4 10 0
Butler "MONROE 1" 880 221 606 12 8 8 0
Butler "MONROE 2" 950 202 669 18 13 9 0
Butler "MONROE 3" 727 129 550 12 14 5 0
Butler "MONROE 6" 405 97 269 8 5 6 0
Butler "MONROE 7" 859 174 633 10 14 7 0
Butler HAM8WD6 551 120 372 7 14 11 0
Butler MIDD1WD2 389 142 203 9 12 14 0
Butler "FAIRFIELD TWP 14" 57 7 45 0 0 1 0
Butler "LIBERTY TWP 14" 781 151 563 13 11 12 0
Butler "LIBERTY TWP 15" 758 151 557 9 11 15 0
Butler "LIBERTY TWP 16" 706 151 512 5 5 4 0
Butler "LIBERTY TWP 17" 782 132 587 7 17 9 0
Butler "LIBERTY TWP 18" 868 182 622 12 17 5 0
Butler "LIBERTY TWP 19" 926 236 638 9 4 8 0
Butler FAIR1WD1 320 78 219 4 5 2 0
Butler FAIR9WD3 588 231 306 15 7 11 0
Butler FAIR1WD4 467 116 325 3 7 8 0
Butler "FAIRFIELD TWP 15" 851 151 653 9 10 1 0
Butler "FAIRFIELD TWP 16" 619 163 410 7 11 7 0
Butler "FAIRFIELD TWP 17" 551 110 417 2 2 6 0
Butler "LIBERTY TWP 20" 973 239 656 14 19 10 0
Butler "WEST CHESTER TWP 9" 562 133 386 12 6 5 0
Butler "HANOVER TWP 8" 455 79 349 4 2 8 0
Butler "HANOVER TWP 9" 287 53 222 0 1 1 0
Butler "HANOVER TWP 10" 369 45 306 1 3 2 0
Butler "FAIRFIELD TWP 18" 960 271 610 12 15 14 0
Butler "LIBERTY TWP  21" 647 244 353 9 11 9 0
Butler "LIBERTY TWP 22" 965 194 697 13 12 7 0
Butler "LIBERTY TWP 23" 675 122 524 6 4 10 0
Butler HAM24WD1 403 82 302 3 3 3 0
Butler "MONROE 8" 719 151 519 6 10 13 0
Butler "MONROE 9" 719 129 558 9 2 5 0
Butler "TRENTON 8" 889 162 663 14 11 16 0
Butler "LIBERTY TWP 24" 1030 186 785 8 12 9 0
Butler "LIBERTY TWP 25" 473 82 355 10 5 10 0
Butler "FAIRFIELD TWP 19" 664 139 470 6 9 10 0
Butler HAM25WD1 858 201 564 15 12 21 0
Carroll AUGUSTA 702 130 488 10 20 16 0
Carroll MOHAWK 872 206 588 13 15 7 0
Carroll "BROWN A" 464 113 293 11 10 13 0
Carroll "BROWN B" 470 104 318 4 14 14 0
Carroll "BROWN C" 489 99 330 9 20 9 0
Carroll MALVERN 485 129 292 18 14 8 0
Carroll MINERVA 705 212 402 10 15 28 0
Carroll CENTER 629 115 449 10 12 11 0
Carroll "CARROLLTON A" 650 137 440 3 13 14 0
Carroll "CARROLLTON B" 752 158 510 3 21 21 0
Carroll EAST 395 51 293 9 13 6 0
Carroll FOX 459 78 322 8 15 12 0
Carroll "HARRISON A" 788 149 555 7 19 27 0
Carroll "HARRISON B" 542 111 386 10 13 8 0
Carroll LEE 487 90 330 10 15 15 0
Carroll LOUDON 467 88 323 3 21 10 0
Carroll LEAVITTSVILLE 425 73 307 9 9 9 0
Carroll MONROE 639 159 413 6 12 20 0
Carroll ORANGE 603 157 379 9 19 17 0
Carroll PERRY 492 112 323 10 14 13 0
Carroll ROSE 789 179 524 14 29 18 0
Carroll UNION 544 106 380 10 18 9 0
Carroll WASHINGTON 520 95 366 10 9 19 0
Champaign "URBANA 1-A" 395 105 239 6 17 11 0
Champaign "URBANA 1-B" 498 156 291 20 2 12 0
Champaign "URBANA 2-A" 735 217 435 11 13 27 0
Champaign "URBANA 2-B" 796 158 585 6 5 10 0
Champaign "URBANA 3-A" 703 190 446 12 14 14 0
Champaign "URBANA 3-B" 668 162 425 15 22 18 0
Champaign "URBANA 4-A" 503 126 325 11 11 13 0
Champaign "URBANA 4-B" 492 131 298 11 15 14 0
Champaign ADAMS 524 65 427 4 8 10 0
Champaign GOSHEN 929 163 655 9 14 57 0
Champaign MECHANICSBURG 644 169 377 5 13 59 0
Champaign HARRISON 430 63 340 3 8 7 0
Champaign "JACKSON WEST" 617 117 464 6 8 8 0
Champaign "JACKSON EAST" 633 85 503 5 10 13 0
Champaign JOHNSON 830 137 620 12 11 25 0
Champaign "ST PARIS" 826 165 599 13 14 13 0
Champaign "MAD RIVER B" 884 178 636 12 10 22 0
Champaign RUSH 487 86 354 7 14 17 0
Champaign "NORTH LEWISBURG" 636 153 432 15 12 9 0
Champaign "SALEM NORTH" 652 96 499 5 14 15 0
Champaign "SALEM SOUTH" 603 110 454 6 6 11 0
Champaign "UNION NORTH" 624 124 461 0 3 17 0
Champaign "UNION SOUTH" 507 114 347 7 9 14 0
Champaign "URBANA NORTH" 682 120 497 9 17 14 0
Champaign "URBANA SOUTH" 848 192 586 10 19 11 0
Champaign WAYNE 927 157 701 5 15 21 0
Champaign CONCORD 776 141 580 11 10 16 0
Champaign "MAD RIVER A" 699 116 524 7 13 11 0
Clark "CARL 1" 748 155 535 9 12 7 0
Clark "CARL 2" 755 181 512 20 8 10 0
Clark "CARL 3" 739 170 508 14 12 16 0
Clark "CITY 18" 551 224 249 14 15 18 0
Clark "CITY 19" 342 140 166 4 10 9 0
Clark "CITY 20" 412 166 207 3 12 7 0
Clark "CITY 21" 457 142 262 10 9 14 0
Clark "CITY 22" 487 149 290 15 9 13 0
Clark "CITY 23" 374 111 215 5 15 15 0
Clark "CITY 5" 517 236 239 5 9 12 0
Clark "CITY 4" 746 322 348 13 15 17 0
Clark "CITY 6" 561 294 203 13 15 14 0
Clark "CITY 3" 521 193 280 10 12 7 0
Clark "CITY 2" 568 193 322 12 17 5 0
Clark "CITY 1" 757 257 435 16 16 17 0
Clark "CITY 26" 753 229 476 16 6 5 0
Clark "CITY 25" 455 258 139 24 13 5 0
Clark "CITY 24" 504 269 179 14 15 14 0
Clark "CITY 29" 634 287 300 14 6 8 0
Clark "CITY 28" 539 187 316 7 5 11 0
Clark "CITY 27" 574 216 314 14 4 6 0
Clark "CITY 31" 810 291 470 12 5 5 0
Clark "CITY 30" 664 262 362 9 11 10 0
Clark "CITY 32" 668 237 391 7 6 5 0
Clark "CITY 33" 525 171 320 7 7 5 0
Clark "CITY 34" 727 215 470 4 10 12 0
Clark "CITY 35" 574 230 301 7 6 10 0
Clark "CITY 36" 577 231 298 6 13 6 0
Clark "CITY 37" 808 208 548 11 8 15 0
Clark "CITY 9" 650 413 187 12 10 11 0
Clark "CITY 8" 763 522 182 11 19 7 0
Clark "CITY 7" 599 430 115 10 16 6 0
Clark "CITY 17" 373 164 166 6 11 9 0
Clark "CITY 16" 523 204 266 17 13 7 0
Clark "CITY 15" 529 170 322 9 12 4 0
Clark "CITY 14" 201 37 152 1 0 3 0
Clark "CITY 13" 592 419 118 8 8 11 0
Clark "CITY 10" 730 575 112 4 5 9 0
Clark "CITY 12" 571 411 111 11 7 3 0
Clark "BETH 7" 579 98 447 5 5 7 0
Clark "BETH 8" 799 190 535 18 13 17 0
Clark "BETH 9" 743 164 521 14 14 15 0
Clark "BETH 1" 551 104 407 11 9 8 0
Clark "BETH 2" 699 159 470 18 13 14 0
Clark "BETH 3" 635 132 461 8 11 10 0
Clark "BETH 4" 683 133 501 5 16 3 0
Clark "BETH 5" 714 140 522 2 15 12 0
Clark "BETH 6" 626 117 452 11 18 12 0
Clark "GERM 1" 754 137 577 4 11 11 0
Clark "GERM 2" 1019 243 701 16 20 13 0
Clark "GERM 3" 750 174 530 7 8 11 0
Clark "GERM 4" 992 172 768 12 11 10 0
Clark "GERM 5" 524 119 373 5 10 12 0
Clark "GREE 1" 663 159 450 11 12 13 0
Clark "GREE 2" 987 238 660 17 23 14 0
Clark "HARM 1" 1056 226 743 21 19 18 0
Clark "HARM 2" 814 153 604 14 10 14 0
Clark "CHAS 1" 769 163 541 18 9 14 0
Clark "CHAS TWP" 489 96 362 7 6 8 0
Clark "ENON 1" 708 147 514 16 8 5 0
Clark "ENON 2" 821 169 602 8 11 14 0
Clark MR-1 806 176 550 19 18 13 0
Clark MR-2 1021 203 738 18 16 19 0
Clark MR-3 498 121 340 6 6 11 0
Clark MR-4 499 98 362 11 9 11 0
Clark MR-5 984 251 660 17 21 12 0
Clark MR-6 926 181 673 16 16 15 0
Clark "MFLD 4" 643 121 481 8 13 4 0
Clark "MFLD 1" 340 75 243 4 2 7 0
Clark "MFLD 9" 1133 281 789 10 13 13 0
Clark "MFLD 10" 572 162 375 3 11 9 0
Clark "MFLD 2" 1138 249 834 12 15 10 0
Clark "MFLD 3" 845 211 579 8 14 7 0
Clark "MFLD 5" 740 122 575 2 14 10 0
Clark "MFLD 6" 739 197 510 8 5 5 0
Clark "MFLD 7" 524 125 365 2 13 5 0
Clark "MFLD 8" 632 176 417 8 11 7 0
Clark "PIKE 1" 953 143 743 12 22 14 0
Clark "PLES 1" 839 148 610 12 24 21 0
Clark "PLES 2" 777 145 574 14 8 13 0
Clark T-1 696 153 500 6 11 8 0
Clark T-7 1026 333 608 15 15 21 0
Clark T-8 766 204 516 6 6 15 0
Clark T-2 668 165 472 4 9 7 0
Clark T-4 1028 258 688 19 12 16 0
Clark T-5 482 111 327 6 5 5 0
Clark T-6 1099 253 781 9 14 19 0
Clark T-3 915 250 596 14 16 10 0
Clark "CITY 11" 1190 301 818 5 19 15 0
Clark "PIKE 2" 1024 169 800 10 9 9 0
Clermont "LOVELAND CITY A" 418 100 282 13 9 5 0
Clermont "LOVELAND CITY B" 1042 219 758 10 13 8 0
Clermont "BATAVIA TOWNSHIP A" 847 143 664 7 7 10 0
Clermont "BATAVIA TOWNSHIP B" 631 120 467 5 8 11 0
Clermont "BATAVIA TOWNSHIP C" 735 133 544 12 13 9 0
Clermont "BATAVIA TOWNSHIP D" 860 150 660 8 6 16 0
Clermont "BATAVIA TOWNSHIP E" 804 179 574 12 9 10 0
Clermont "BATAVIA TOWNSHIP F" 751 144 560 4 11 10 0
Clermont "BATAVIA TOWNSHIP G" 667 128 479 8 20 8 0
Clermont "BATAVIA TOWNSHIP H" 562 76 450 10 6 10 0
Clermont "BATAVIA TOWNSHIP I" 652 144 443 18 8 18 0
Clermont "BATAVIA TOWNSHIP J" 796 126 623 6 10 15 0
Clermont "BATAVIA TOWNSHIP K" 439 96 308 4 9 6 0
Clermont "BATAVIA TOWNSHIP L" 522 118 354 5 13 16 0
Clermont "AMELIA VILLAGE B" 651 152 442 15 8 14 0
Clermont "BATAVIA VILLAGE A" 736 164 500 17 8 19 0
Clermont "FRANKLIN TOWNSHIP A" 626 92 495 6 8 7 0
Clermont "FRANKLIN TOWNSHIP B" 304 53 227 4 7 10 0
Clermont "FRANKLIN TOWNSHIP D" 510 71 403 4 7 8 0
Clermont "GOSHEN TOWNSHIP A" 626 95 486 7 7 12 0
Clermont "GOSHEN TOWNSHIP B" 746 98 585 13 12 15 0
Clermont "GOSHEN TOWNSHIP D" 569 80 441 10 9 9 0
Clermont "GOSHEN TOWNSHIP E" 733 117 554 13 17 7 0
Clermont "GOSHEN TOWNSHIP F" 312 46 235 7 6 5 0
Clermont "GOSHEN TOWNSHIP G" 488 73 387 4 5 10 0
Clermont "GOSHEN TOWNSHIP I" 476 83 343 11 9 10 0
Clermont "GOSHEN TOWNSHIP J" 462 53 367 3 16 3 0
Clermont "GOSHEN TOWNSHIP K" 492 62 376 8 13 11 0
Clermont "GOSHEN TOWNSHIP L" 700 116 529 15 15 5 0
Clermont "GOSHEN TOWNSHIP M" 530 101 388 9 3 15 0
Clermont "GOSHEN TOWNSHIP N" 937 179 707 14 9 6 0
Clermont "JACKSON TOWNSHIP A" 521 50 430 7 13 4 0
Clermont "JACKSON TOWNSHIP B" 347 39 285 5 3 7 0
Clermont "JACKSON TOWNSHIP C" 663 73 545 6 16 12 0
Clermont "MIAMI TOWNSHIP A" 766 215 500 5 13 9 0
Clermont "MIAMI TOWNSHIP A1A" 472 93 354 6 2 12 0
Clermont "MIAMI TOWNSHIP B1B" 626 114 477 8 7 4 0
Clermont "MIAMI TOWNSHIP C" 648 126 478 7 13 7 0
Clermont "MIAMI TOWNSHIP C1C" 544 133 367 11 13 4 0
Clermont "MIAMI TOWNSHIP D" 477 78 360 8 7 14 0
Clermont "MIAMI TOWNSHIP D1D" 596 111 437 11 11 7 0
Clermont "MIAMI TOWNSHIP E" 405 91 286 5 6 4 0
Clermont "MIAMI TOWNSHIP F" 934 207 671 14 9 11 0
Clermont "MIAMI TOWNSHIP F1F" 713 158 500 13 13 7 0
Clermont "MIAMI TOWNSHIP G" 443 82 334 2 6 6 0
Clermont "MIAMI TOWNSHIP G1G" 633 120 486 7 3 7 0
