COUNTY AREA TOTAL DEM REP DeLaFuente Blankenship King Hawkins Jorgensen Pierce West Writein
COUNTY AREA TOTAL Biden Trump DeLaFuente Blankenship King Hawkins Jorgensen Pierce West Writein
Wapello CN 769 213 538 0 2 0 1 13 0 1 1
Wapello CB/EV 500 134 355 0 0 0 2 6 0 2 1
Wapello CP 135 19 110 0 0 0 0 6 0 0 0
Wapello DA 337 110 222 0 0 0 0 2 0 1 2
Wapello GR 493 132 356 0 1 0 0 2 1 1 0
Wapello HI 149 27 119 0 1 0 0 1 1 0 0
Wapello KE 472 125 340 0 2 0 1 4 0 0 0
Wapello RL/KV 361 100 260 0 1 0 0 0 0 0 0
Wapello WA/EL 642 163 472 0 0 0 0 7 0 0 0
Warren "Allen 2" 1095 465 600 2 0 1 2 19 0 2 4
Warren "Allen 3" 1497 633 832 2 1 0 1 22 0 5 1
Warren Belmont 227 46 178 0 1 1 0 1 0 0 0
Warren "Cumming/West Des Moines" 496 188 298 0 0 0 1 4 0 0 5
Warren "Greenfield 1" 990 408 567 2 1 0 0 9 0 2 1
Warren "Greenfield 1/ DM85" 1011 470 520 0 1 0 2 14 0 1 3
Warren "Greenfield 1/ DM86" 95 39 52 0 0 0 0 2 0 1 1
Warren "Greenfield 2/ Lincoln 2" 1473 495 952 2 2 0 1 18 0 1 2
Warren "Indianola 1" 941 418 500 2 1 0 1 18 0 0 1
Warren "Indianola 2" 1435 707 681 2 3 0 3 32 0 2 5
Warren "Indianola 3" 679 353 312 1 1 0 1 7 1 0 3
Warren "Indianola 4" 1718 812 879 0 2 0 2 13 0 5 5
Warren "Indianola 5" 1124 450 646 0 0 0 1 21 1 2 3
Warren "Indianola 6" 973 416 535 0 2 0 3 13 0 4 0
Warren "Indianola 7" 1653 704 906 3 4 1 2 26 0 4 3
Warren Jackson 640 211 408 0 2 1 0 15 0 1 2
Warren Jefferson 1203 398 776 3 2 0 1 20 0 0 3
Warren Liberty 305 74 228 1 0 0 0 2 0 0 0
Warren "Lincoln 1" 500 192 299 0 1 0 0 5 0 1 2
Warren "Norwalk 1" 1897 836 1016 1 1 0 1 32 1 6 3
Warren "Norwalk 2/ Greenfield 1" 1520 692 796 2 1 0 7 19 0 0 3
Warren "Norwalk 3/ Linn" 2580 1153 1357 1 1 3 10 40 0 2 13
Warren "Norwalk 4" 2261 1039 1174 2 1 0 7 23 0 1 14
Warren Otter/Milo 1036 300 719 0 0 0 0 14 0 1 2
Warren Palmyra 353 97 249 0 1 0 0 3 0 1 2
Warren Richland/Palmyra 708 222 472 0 0 1 2 10 0 1 0
Warren "Squaw Creek" 492 133 353 0 0 0 1 4 0 1 0
Warren Union 342 105 229 0 0 0 0 6 0 1 1
Warren Virgina 685 175 497 0 0 0 0 10 0 1 2
Warren "White Breast" 416 121 288 1 1 0 1 3 1 0 0
Warren "White Oak" 694 222 463 0 0 0 1 5 0 1 2
Washington Ainsworth 1362 503 825 1 3 0 1 20 1 4 4
Washington Brighton/Marion/Crawford 1110 284 803 1 4 0 2 13 0 0 3
Washington Kalona 1626 690 904 1 2 1 4 18 2 2 2
Washington Riverside 876 453 410 0 0 0 0 11 0 0 2
Washington "Ward 1" 867 371 469 2 1 0 3 18 0 2 1
Washington "Ward 2" 1150 456 666 0 1 0 3 16 1 3 4
Washington "Ward 3" 1141 531 598 0 2 0 1 7 0 2 0
Washington "Ward 4" 1262 519 716 0 0 0 2 19 0 5 1
Washington Wellman 1643 567 1046 1 0 0 4 19 0 5 1
Washington "West Chester" 728 187 534 0 0 0 1 3 0 1 2
Wayne "A01 - Allerton" 720 143 570 0 0 0 0 5 0 2 0
Wayne "C02 - Corydon" 1012 256 736 2 3 1 1 8 1 2 2
Wayne "H03 - Humeston" 680 176 493 0 1 0 1 4 0 2 3
Wayne "S04 - Seymour" 697 152 539 0 1 0 1 3 0 0 1
Webster "Badger-NW Cooper" 767 253 503 1 1 0 1 4 0 2 2
Webster Clay-Roland 471 87 381 0 0 0 0 1 0 0 2
Webster Colfax-Duncombe 319 101 210 0 0 0 1 4 0 0 3
Webster "Cooper Township" 152 59 91 0 0 0 1 1 0 0 0
Webster Dayton-Burnside 798 243 542 0 0 0 0 7 1 5 0
Webster "Deer Creek-Jackson" 454 104 346 0 0 0 0 0 0 2 2
Webster "Douglas Township" 667 204 453 0 0 0 0 7 0 1 2
Webster "Elkhorn Township" 493 123 368 0 0 0 0 2 0 0 0
Webster "Fort Dodge #1" 1362 524 817 1 1 0 0 11 0 3 5
Webster "Fort Dodge #2" 1035 482 531 1 1 0 3 11 1 4 1
Webster "Fort Dodge #3" 765 321 425 0 0 0 1 11 0 4 3
Webster "Fort Dodge #4" 909 380 512 0 0 1 3 4 1 6 2
Webster "Fort Dodge #5" 590 277 309 0 0 0 0 2 0 1 1
Webster "Fort Dodge #6" 318 151 158 1 0 1 0 1 0 5 1
Webster "Fort Dodge #7" 761 410 334 1 0 1 2 9 0 2 2
Webster "Fort Dodge #8" 732 347 371 1 0 0 2 3 0 8 0
Webster "Fort Dodge #9" 781 353 421 0 1 0 1 4 0 0 1
Webster "Fort Dodge #10" 1001 441 545 2 1 0 3 6 1 2 0
Webster "Fort Dodge #11" 1462 511 934 0 1 0 1 11 1 2 1
Webster "Fort Dodge #12" 915 397 503 0 0 0 4 8 0 3 0
Webster Fulton 241 58 176 0 0 1 1 5 0 0 0
Webster Gowrie 660 181 476 0 0 0 0 2 0 1 0
Webster Johnson 240 77 162 0 0 0 0 1 0 0 0
Webster "Lost Grove" 260 52 202 1 0 0 0 3 0 1 1
Webster Newark 174 50 118 0 0 1 1 2 0 0 2
Webster "Otho-Pleasant Valley" 835 239 585 1 1 0 0 6 0 2 1
Webster Sumner-Webster-Yell-Hardin 465 142 317 0 2 0 1 1 0 2 0
Webster "Washington Township" 195 46 148 0 0 0 0 1 0 0 0
Winnebago "Buffalo Grant Lincoln" 894 269 609 0 1 1 1 11 0 1 1
Winnebago "King Linden" 462 124 331 1 1 1 0 4 0 0 0
Winnebago "FC3 Forest D3" 583 228 333 0 1 0 0 14 0 2 5
Winnebago "Forest City Ward 1" 581 241 331 0 0 0 1 6 0 0 2
Winnebago "Forest City Ward 2" 468 220 237 0 1 0 1 6 0 3 0
Winnebago "Forest City Ward 4" 428 187 231 0 1 0 0 3 0 0 6
Winnebago "Newton Forest" 475 146 311 0 0 0 0 13 2 2 1
Winnebago Center 1363 499 836 2 1 0 5 12 1 3 4
Winnebago "Eden Logan Norway" 373 118 253 0 0 0 0 0 0 2 0
Winnebago "Mt Valley" 343 103 235 0 0 0 0 3 0 2 0
Winneshiek "PCT 1 - HE/HI/PL" 728 302 417 0 0 0 0 4 0 2 3
Winneshiek "PCT 2 - FR/GL/DEW3/DETSUP1" 1986 1066 878 0 1 0 5 21 2 5 8
Winneshiek "PCT 3 - DEW1/DETSUP2" 1718 930 769 1 0 1 1 10 0 2 4
Winneshiek "PCT 4 - DEW2" 1069 712 336 1 0 1 6 11 0 0 2
Winneshiek "PCT 5 - CN/DEW4/DETSUP3" 1115 614 482 1 0 1 4 9 0 1 3
Winneshiek "PCT 6 - DEW5" 680 465 203 0 2 0 1 7 0 1 1
Winneshiek "PCT 7 - CA/SP" 1332 471 837 2 4 0 2 10 2 2 2
Winneshiek "PCT 8 - MI/BLM" 1004 290 698 0 3 0 1 11 1 0 0
Winneshiek "PCT 9 - BLF/BO/FR/LI/MA/OR" 1474 448 995 1 2 2 1 19 1 2 3
Winneshiek "PCT 10 - JA/SU/WA" 864 270 577 0 3 0 0 8 0 4 2
Winneshiek "PCT 11 - DETSUP5" 94 49 43 0 0 0 0 2 0 0 0
Woodbury "1 Church of Jesus Christ of LD" 1371 642 709 1 2 0 1 11 1 1 3
Woodbury "2 Cross Pointe Church" 994 585 387 2 3 0 1 12 0 2 2
Woodbury "3 Concordia Lutheran Church" 1535 684 827 1 2 0 0 13 0 1 7
Woodbury "4 Siouxland Center for Active" 726 384 334 0 0 0 3 5 0 0 0
Woodbury "5 Riverside Lutheran Church" 1229 577 634 2 1 1 3 8 0 1 2
Woodbury "6 Faith Lutheran Church" 1200 675 501 0 1 0 0 7 0 5 11
Woodbury "7 Crescent Park School" 1128 559 543 0 3 0 1 17 0 4 1
Woodbury "8 Mt. Zion Baptist Church" 596 387 199 0 1 0 3 3 0 2 1
Woodbury "9 Boys & Girls Home" 392 242 145 1 0 0 0 3 0 1 0
Woodbury "10 First Congregational Church" 1536 665 838 3 2 0 2 16 1 4 5
Woodbury "11 Girls Inc." 461 305 143 1 2 0 1 4 0 3 2
Woodbury "12 St. John Lutheran Church" 1494 739 717 3 0 0 5 17 1 2 10
Woodbury "13 Sioux City Transit Building" 766 319 434 1 1 0 4 6 0 1 0
Woodbury "14 Boys & Girls Home" 702 413 265 1 2 0 4 14 1 1 1
Woodbury "15 Peace Reformed Church -" 1531 541 960 1 2 1 2 19 0 0 5
Woodbury "16 Trimble United Methodist Ch" 1202 617 558 2 0 0 5 8 1 2 9
Woodbury "17 Sioux City Baptist Church" 1478 687 760 1 3 0 4 15 0 4 4
Woodbury "18 Calvary Lutheran Church" 1416 592 787 1 0 3 3 19 4 1 6
Woodbury "19 Central Baptist Church" 1616 723 865 2 1 0 4 15 1 2 3
Woodbury "20 Augustana Lutheran Church" 622 387 213 1 3 0 3 5 1 3 6
Woodbury "21Morningside Lutheran Church" 1146 491 621 1 1 0 7 12 1 3 9
Woodbury "22 Morningside Branch Library" 1492 662 782 0 3 0 7 21 0 4 13
Woodbury "23 Iglesia Restauracion Canaan" 1299 598 652 0 0 1 9 21 1 2 15
Woodbury "24 Washington Heights Chapel" 1427 560 838 1 2 1 4 18 0 1 2
Woodbury "25 Morningside College Eppley" 1276 569 670 0 0 1 4 23 0 0 9
Woodbury "26 Morningside Bible Church" 1483 576 881 0 0 1 0 13 1 6 5
Woodbury "27 St. James United Methodist" 1463 632 788 1 2 1 4 19 1 3 12
Woodbury "28 Redeemer Lutheran Church -" 3173 1130 1992 2 1 0 1 23 1 10 13
Woodbury "29 Sgt Bluff East -" 1889 548 1312 1 2 0 1 12 0 4 9
Woodbury "30 Sgt Bluff West" 1605 530 1060 0 2 0 3 5 0 3 2
Woodbury "31 Salix -" 678 179 489 1 2 0 1 2 1 0 3
Woodbury "32 Bronson -" 648 152 485 0 0 0 2 7 1 0 1
Woodbury "33 Pierson -" 308 82 222 0 1 0 0 1 0 2 0
Woodbury "34 Correctionville -" 575 145 422 0 0 0 0 4 0 1 3
Woodbury "35 Moville -" 1523 376 1116 1 3 1 1 15 0 2 8
Woodbury "36 Lawton -" 796 169 618 0 2 0 0 2 0 0 5
Woodbury "37 Climbing Hill -" 293 71 217 0 0 0 0 3 0 1 1
Woodbury "38 Sloan -" 678 184 479 1 2 0 1 7 0 2 2
Woodbury "39 Hornick -" 260 33 219 0 0 0 1 7 0 0 0
Woodbury "40 Anthon -" 360 86 272 0 1 0 0 1 0 0 0
Woodbury "41 Danbury -" 374 76 297 0 1 0 0 0 0 0 0
Woodbury "42 Smithland -" 246 50 195 0 0 0 1 0 0 0 0
Woodbury "43 Oto -" 139 34 105 0 0 0 0 0 0 0 0
Woodbury "44 Cushing -" 236 48 185 0 1 0 0 2 0 0 0
Worth "Barton Deer Creek Union Grafton" 532 170 352 1 2 0 0 5 0 0 2
Worth "Lincoln Manly" 854 392 439 3 1 0 5 10 2 1 1
Worth "Bristol Silver Lake Joice" 432 149 274 0 1 0 1 6 0 1 0
Worth "Brookfield Kensett" 420 142 275 1 0 0 0 0 1 1 0
Worth "Danville Hanlontown" 275 91 173 1 0 1 0 4 0 5 0
Worth Fertile 406 127 274 0 1 0 0 3 0 1 0
Worth "Deer Creek Grove Hartland Northwood" 1499 525 951 2 3 0 1 10 1 5 1
Wright "Belmond Precinct" 1686 607 1050 2 0 1 2 17 0 5 2
Wright "Clarion Precinct" 1216 399 778 1 1 1 2 22 1 7 4
Wright "Dows Precinct" 385 130 250 0 0 0 0 3 0 2 0
Wright "Big 6 Precinct" 680 175 494 0 0 0 0 8 2 0 1
Wright "EG #1 Precinct" 303 118 178 0 0 0 1 3 1 2 0
Wright "EG #2 Precinct" 327 116 205 0 0 0 0 6 0 0 0
Wright "EG #3 Precinct" 421 123 294 0 0 0 0 2 0 2 0
Wright "EG #4 Precinct" 350 127 215 1 1 0 0 4 0 0 2
Wright "Rural Eagle Grove Precinct" 430 99 322 1 0 0 1 4 0 0 3
Wright "Goldfield Precinct" 456 102 350 0 0 1 0 1 1 1 0
