COUNTY AREA TOTAL DEM REP LIB GRN CON IND ASC
COUNTY AREA TOTAL Clinton Trump Johnson Stein Castle McMullin Skewes
Hampton Crocket-Miley 269 98 168 2 0 0 1 0
Hampton Cummings 426 214 206 1 0 2 3 0
Hampton "Black Creek" 135 32 101 0 0 1 0 1
Hampton Gifford 203 186 16 0 0 0 0 1
Hampton Absentee 2408 1748 640 16 0 2 1 1
Hampton Emergency 0 0 0 0 0 0 0 0
Hampton Failsafe 18 11 7 0 0 0 0 0
Hampton Provisional 9 4 5 0 0 0 0 0
Hampton "Failsafe Provisional" 3 3 0 0 0 0 0 0
Horry ADRIAN 1030 212 786 21 6 0 4 1
Horry ALLSBROOK 398 71 326 0 0 1 0 0
Horry "ATLANTIC BEACH" 86 70 16 0 0 0 0 0
Horry AYNOR 858 136 704 8 4 0 4 2
Horry BAYBORO-GURLEY 742 230 500 3 1 5 3 0
Horry "BROOKSVILLE #1" 1516 437 1028 25 8 2 13 3
Horry BROWNWAY 868 124 730 9 1 0 2 2
Horry "BURGESS #1" 1216 326 848 24 10 3 3 2
Horry "BURGESS #2" 1894 494 1348 31 6 1 11 3
Horry "CAROLINA FOREST #1" 1582 426 1088 45 12 0 9 2
Horry "CAROLINA FOREST #2" 1041 320 681 19 8 1 10 2
Horry "CEDAR GROVE" 481 64 408 2 2 0 3 2
Horry "CHERRY GROVE #1" 925 231 670 14 8 1 0 1
Horry "CHERRY GROVE #2" 1144 307 798 23 5 2 8 1
Horry "COASTAL CAROLINA" 803 311 437 36 8 0 10 1
Horry "COASTAL LANE #1" 496 420 60 7 2 3 3 1
Horry "COASTAL LANE #2" 589 395 172 11 5 1 2 3
Horry "COOL SPRINGS" 248 48 193 5 1 1 0 0
Horry CRESENT 895 226 629 24 12 1 3 0
Horry DAISY 698 140 547 7 2 1 0 1
Horry DEERFIELD 1437 357 1028 26 13 1 10 2
Horry DOGBLUFF 563 65 482 10 4 1 0 1
Horry DOGWOOD 734 291 415 14 5 2 5 2
Horry "DUNES #1" 1555 395 1120 27 3 2 7 1
Horry "DUNES #2" 1013 255 730 11 6 2 7 2
Horry "DUNES #3" 599 197 373 17 8 0 4 0
Horry "EAST CONWAY" 581 169 381 17 6 0 6 2
Horry "EAST LORIS" 1417 459 928 17 6 1 3 3
Horry EBENEZER 1120 277 822 16 1 3 1 0
Horry "EMERALD FOREST #1" 1169 376 733 34 15 0 9 2
Horry "EMERALD FOREST #2" 1794 546 1163 50 14 1 16 4
Horry "EMERALD FOREST #3" 1305 362 887 28 17 4 6 1
Horry ENTERPRISE 1887 494 1321 38 16 1 12 5
Horry FORESTBROOK 1722 496 1151 37 16 2 18 2
Horry "FOUR MILE" 970 259 681 17 3 3 6 1
Horry "GALLIVANTS FERRY" 119 19 98 2 0 0 0 0
Horry "GARDEN CITY #1" 1197 273 899 13 1 3 7 1
Horry "GARDEN CITY #2" 803 142 640 13 4 2 2 0
Horry "GARDEN CITY #3" 973 325 615 18 10 2 3 0
Horry "GARDEN CITY #4" 684 208 454 11 4 2 4 1
Horry "GLENNS BAY" 1154 295 793 41 8 3 13 1
Horry "GREEN SEA" 487 150 330 4 0 1 1 1
Horry "HICKORY GROVE" 834 130 675 14 6 2 4 3
Horry "HICKORY HILL" 103 20 81 1 1 0 0 0
Horry HOMEWOOD 790 238 534 9 4 0 4 1
Horry HORRY 645 73 558 5 3 2 3 1
Horry INLAND 228 95 129 0 1 1 0 2
Horry "JACKSON BLUFF" 296 72 202 13 5 2 2 0
Horry JAMESTOWN 1459 548 862 24 6 4 8 7
Horry "JERIGANS CROSSROADS" 416 71 331 4 2 1 4 3
Horry "JET PORT #1" 855 277 556 9 5 0 5 3
Horry "JET PORT #2" 2069 660 1332 48 15 3 10 1
Horry JORDANVILLE 339 17 315 0 4 1 2 0
Horry "JOYNER SWAMP" 263 36 225 2 0 0 0 0
Horry "JUNIPER BAY" 959 162 768 9 9 3 4 4
Horry "LAKE PARK" 2368 708 1561 57 25 1 11 5
Horry LEON 852 419 412 9 0 3 6 3
Horry "LITTLE RIVER #1" 896 208 652 16 10 3 6 1
Horry "LITTLE RIVER #2" 1482 393 1037 31 8 2 10 1
Horry "LITTLE RIVER #3" 1204 296 875 19 7 0 6 1
Horry "LIVE OAK" 402 129 260 7 3 0 2 1
Horry MAPLE 789 201 574 7 2 1 2 2
Horry "MARLOWE #1" 1431 373 1005 27 4 2 17 3
Horry "METHODIST-MILL SWAMP" 464 19 435 4 1 2 1 2
Horry "MT. OLIVE" 511 133 369 3 1 2 2 1
Horry "MT. VERNON" 363 47 307 3 5 0 0 1
Horry "MYRTLE TRACE" 787 234 513 25 9 1 4 1
Horry "MYRTLEWOOD #1" 676 225 421 14 10 1 4 1
Horry "MYRTLEWOOD #2" 981 301 650 23 2 1 4 0
Horry "MYRTLEWOOD #3" 1037 271 727 24 4 5 5 1
Horry "NIXONS XROADS #1" 953 250 679 13 7 0 2 2
Horry "NIXONS XROADS #2" 1453 550 861 20 7 2 12 1
Horry "NORTH CONWAY #1" 722 320 378 7 6 0 10 1
Horry "NORTH CONWAY #2" 627 174 421 17 8 0 5 2
Horry "OCEAN DRIVE #1" 1145 290 820 18 8 4 5 0
Horry "OCEAN DRIVE #2" 1736 375 1325 22 5 1 5 3
Horry "OCEAN FOREST #1" 846 235 585 14 7 1 4 0
Horry "OCEAN FOREST #2" 922 273 606 26 6 1 10 0
Horry "OCEAN FOREST #3" 579 234 307 21 6 3 7 1
Horry "PALMETTO BAYS" 1752 460 1234 29 13 2 12 2
Horry "PAWLEYS SWAMP" 354 52 286 7 3 2 3 1
Horry "PLEASANT VIEW" 149 26 122 0 0 0 0 1
Horry "POPLAR HILL" 474 45 422 5 1 1 0 0
Horry "PORT HARRELSON" 449 412 29 4 0 0 3 1
Horry "RACEPATH #1" 571 287 267 11 2 0 3 1
Horry "RACEPATH #2" 655 597 46 0 5 3 3 1
Horry "RED BLUFF" 557 236 309 7 2 0 2 1
Horry "RED HILL #1" 606 144 424 22 8 1 7 0
Horry "RED HILL #2" 1258 408 807 20 10 0 8 5
Horry SALEM 1130 219 857 25 15 4 10 0
Horry "SEA OATS #1" 776 276 476 10 8 2 3 1
Horry "SEA OATS #2" 821 412 377 12 10 2 7 1
Horry "SEA WINDS" 1802 524 1224 30 5 3 11 5
Horry SHELL 665 85 554 14 1 2 7 2
Horry "SOCASTEE #1" 1420 381 972 38 13 3 13 0
Horry "SOCASTEE #2" 886 174 688 10 12 0 0 2
Horry "SOCASTEE #3" 1981 493 1408 40 19 4 10 7
Horry "SOCASTEE #4" 1931 560 1301 41 18 2 6 3
Horry "SPRING BRANCH" 231 35 189 1 4 0 2 0
Horry "SURFSIDE #1" 1259 340 862 31 16 3 4 3
Horry "SURFSIDE #2" 649 170 468 7 2 1 1 0
Horry "SURFSIDE #3" 1376 325 1007 33 8 0 3 0
Horry "SURFSIDE #4" 1334 352 928 28 11 1 11 3
Horry "SWEET HOME" 565 271 281 7 2 1 2 1
Horry TAYLORSVILLE 199 16 179 1 2 1 0 0
Horry "TILLY SWAMP" 778 164 591 13 4 2 3 1
Horry TODDVILLE 743 203 513 11 8 3 4 1
Horry WAMPEE 971 586 359 11 0 7 4 4
Horry "WEST CONWAY" 333 148 174 4 3 0 4 0
Horry "WEST LORIS" 456 314 132 6 3 1 0 0
Horry "WHITE OAK" 377 39 326 8 1 0 1 2
Horry "WILD WING" 1488 398 1043 28 9 0 6 4
Horry "WINDY HILL #1" 707 191 493 11 7 1 4 0
Horry "WINDY HILL #2" 1297 295 981 15 1 0 4 1
Horry "BURGESS #3" 1766 457 1255 22 6 5 19 2
Horry "MARLOWE #2" 1708 480 1184 24 8 0 10 2
Horry "BURGESS #4" 1053 262 755 28 3 0 4 1
Horry "MARLOWE #3" 897 258 612 14 6 0 6 1
Horry "BROOKSVILLE #2" 554 184 355 9 2 0 3 1
Horry "CAROLINA BAYS" 1033 272 728 19 6 0 8 0
Horry "NIXONS XROADS #3" 941 280 638 11 4 2 4 2
Horry "RIVER OAKS" 1118 274 805 23 8 4 4 0
Horry Absentee 16436 5553 10481 210 60 18 96 18
Horry "Absentee 2" 2592 1122 1427 26 7 1 7 2
Horry Emergency 240 66 167 5 1 1 0 0
Horry "Emergency 2" 24 6 18 0 0 0 0 0
Horry Failsafe 85 30 53 1 1 0 0 0
Horry "Failsafe 2" 20 13 6 1 0 0 0 0
Horry Provisional 156 55 98 3 0 0 0 0
Horry "Provisional 2" 0 0 0 0 0 0 0 0
Horry "Failsafe Provisional" 22 5 16 0 0 0 1 0
Jasper Coosawhatchie 269 183 78 2 1 0 2 3
Jasper Gillisonville 352 173 170 4 1 1 2 1
Jasper "Grahamville 1" 575 197 358 12 0 1 6 1
Jasper "Grahamville 2" 915 586 313 7 2 2 4 1
Jasper Grays 455 110 334 6 0 1 4 0
Jasper "Hardeeville 1" 703 330 349 15 5 1 2 1
Jasper "Hardeeville 2" 448 295 150 1 1 0 1 0
Jasper Levy 946 568 353 17 4 1 3 0
Jasper Oakatie 610 270 309 19 2 5 4 1
Jasper Pineland 343 293 37 1 1 0 10 1
Jasper "Ridgeland 1" 504 134 354 4 3 4 2 3
Jasper "Ridgeland 2" 512 238 255 7 5 3 3 1
Jasper Tillman 343 192 142 5 1 1 2 0
Jasper "Ridgeland 3" 387 120 258 3 0 0 5 1
Jasper "Sun City" 1228 405 796 15 4 1 6 1
Jasper Absentee 2811 1846 922 20 5 4 12 2
Jasper Emergency 0 0 0 0 0 0 0 0
Jasper Failsafe 4 3 0 1 0 0 0 0
Jasper Provisional 22 13 9 0 0 0 0 0
Jasper Failsafe/Provisional 0 0 0 0 0 0 0 0
Kershaw Airport 474 122 333 9 3 0 5 2
Kershaw Antioch 453 117 326 5 2 1 2 0
Kershaw Bethune 703 265 413 11 3 2 6 3
Kershaw Buffalo 551 97 446 3 3 1 1 0
Kershaw "Camden No. 1" 630 321 284 16 5 0 2 2
Kershaw "Camden No. 2 & 3" 146 54 81 4 3 0 4 0
Kershaw "Hobkirk's Hill" 731 270 411 34 4 3 8 1
Kershaw "Camden No. 5" 390 122 248 8 5 1 4 2
Kershaw "Camden No. 5-A" 256 160 90 3 0 1 2 0
Kershaw "Camden No. 6" 198 70 115 10 0 0 2 1
Kershaw Cassatt 742 203 514 10 5 6 3 1
Kershaw "Charlotte Thompson" 749 302 421 16 3 0 6 1
Kershaw "Doby's Mill" 981 298 646 17 10 1 3 6
Kershaw "E. Camden-Hermitage" 249 77 157 8 2 2 3 0
Kershaw "Elgin No. 1" 1195 308 808 42 6 5 23 3
Kershaw "Elgin No. 2" 823 252 533 18 5 6 8 1
Kershaw "Elgin No. 3" 673 224 417 12 3 3 12 2
Kershaw "Elgin No. 4" 1025 326 650 20 5 0 21 3
Kershaw "Elgin No. 5" 753 220 504 20 1 0 6 2
Kershaw "Elgin No. 6" 615 250 328 19 5 5 8 0
Kershaw "Gates Ford" 183 22 156 5 0 0 0 0
Kershaw "Liberty Hill" 291 66 215 4 1 0 5 0
Kershaw "Lugoff No. 1" 556 176 358 16 2 1 2 1
Kershaw "Lugoff No. 2" 864 200 626 26 2 2 7 1
Kershaw "Lugoff No. 3" 801 176 571 20 7 2 25 0
Kershaw "Lugoff No. 4" 705 129 546 13 1 0 16 0
Kershaw "Malvern Hill" 688 293 365 9 3 4 11 3
Kershaw "Rabon's X Roads" 978 187 759 14 5 4 7 2
Kershaw Riverdale 396 327 59 5 1 0 3 1
Kershaw "Salt Pond" 754 179 542 16 6 3 7 1
Kershaw "Shaylor's Hill" 401 139 253 6 0 0 1 2
Kershaw Springdale 731 312 391 14 5 0 8 1
Kershaw Westville 829 210 592 15 3 1 5 3
Kershaw "Whites Gardens" 847 264 554 17 2 1 6 3
Kershaw "Absentee 1" 6016 3002 2854 71 26 16 38 9
Kershaw "Absentee 2" 1355 499 815 21 3 0 15 2
Kershaw "Emergency 1" 40 13 27 0 0 0 0 0
Kershaw "Emergency 2" 3 1 2 0 0 0 0 0
Kershaw "Failsafe 1" 122 48 69 1 2 0 2 0
Kershaw "Failsafe 2" 21 6 14 1 0 0 0 0
Kershaw "Provisional 1" 0 0 0 0 0 0 0 0
Kershaw "Provisional 2" 0 0 0 0 0 0 0 0
Kershaw "Failsafe Provisional" 77 23 49 1 1 1 2 0
Lancaster Antioch 445 78 354 7 2 2 1 1
Lancaster "Lake House" 1086 392 651 23 5 2 12 1
Lancaster "Camp Creek" 461 72 381 4 0 0 3 1
Lancaster Carmel 290 119 167 3 0 1 0 0
Lancaster "Chesterfield Ave" 452 359 76 9 2 2 2 2
Lancaster Douglas 799 335 441 12 4 2 1 4
Lancaster Dwight 945 138 787 10 2 3 5 0
Lancaster Elgin 724 244 460 9 4 3 4 0
Lancaster "Erwin Farm" 668 317 326 11 2 3 6 3
Lancaster "Gooch's Cross Roads" 706 363 323 7 5 0 4 4
Lancaster "Heath Springs" 638 212 401 12 5 1 6 1
Lancaster "Hyde Park" 705 228 452 15 3 0 7 0
Lancaster Jacksonham 722 235 467 7 6 2 5 0
Lancaster "Kershaw North" 818 310 485 11 2 2 7 1
Lancaster "Kershaw South" 794 145 620 8 1 2 14 4
Lancaster "Lancaster East" 602 385 200 8 1 4 4 0
Lancaster "Lancaster West" 372 199 156 7 3 0 7 0
Lancaster "Lynwood Drive" 1014 356 634 14 4 2 1 3
Lancaster Midway 394 44 340 5 1 2 2 0
Lancaster "Pleasant Hill" 642 198 424 12 2 2 4 0
Lancaster "Pleasant Valley" 1647 612 926 72 9 4 21 3
Lancaster "Rich Hill" 597 85 499 8 1 0 3 1
Lancaster Riverside 548 253 277 11 4 0 3 0
Lancaster "Spring Hill" 620 103 500 7 4 1 5 0
Lancaster Unity 656 151 491 5 6 0 3 0
Lancaster "Van Wyck" 458 147 296 7 3 1 3 1
Lancaster "Possum Hollow" 1362 462 828 42 3 6 21 0
Lancaster University 734 239 447 34 4 3 7 0
Lancaster "Shelley Mullis" 1100 383 637 49 7 3 21 0
Lancaster "Black Horse Run" 1459 477 894 55 8 3 21 1
Lancaster "Gold Hill" 149 49 96 3 1 0 0 0
Lancaster Harrisburg 1727 609 1014 62 7 9 25 1
Lancaster Osceola 1451 491 886 44 7 6 15 2
Lancaster "River Road" 1030 305 690 17 3 4 11 0
Lancaster "The Lodge" 1504 483 969 30 7 0 14 1
Lancaster Absentee 10330 4107 5969 119 33 22 67 13
Lancaster Emergency 0 0 0 0 0 0 0 0
Lancaster Failsafe 68 33 34 1 0 0 0 0
Lancaster Provisional 109 32 75 2 0 0 0 0
Lancaster "Failsafe Provisional" 112 62 46 2 0 0 1 1
Laurens "LAURENS 1" 348 233 107 2 1 3 2 0
Laurens "LAURENS 2" 252 213 33 2 4 0 0 0
Laurens "LAURENS 3" 394 205 178 6 1 1 2 1
Laurens "LAURENS 4" 405 328 67 3 2 0 2 3
Laurens "LAURENS 5" 721 260 438 11 3 2 7 0
Laurens "LAURENS 6" 552 147 388 7 2 3 5 0
Laurens BAILEY 549 194 338 5 1 3 8 0
Laurens "TRINITY RIDGE" 750 254 473 13 0 4 6 0
Laurens WATTSVILLE 679 173 481 8 3 4 8 2
Laurens BARKSDALE-NARINE 485 144 331 1 2 2 5 0
Laurens MADDENS 662 166 481 4 3 2 3 3
Laurens "CLINTON 1" 704 289 383 13 4 3 9 3
Laurens "CLINTON 2" 699 291 358 23 3 4 19 1
Laurens JOANNA 1028 221 774 15 8 2 8 0
Laurens "LYDIA MILL" 584 347 220 8 2 3 2 2
Laurens MOUNTVILLE 400 141 245 5 3 4 2 0
Laurens "CLINTON 3" 857 218 613 11 4 0 10 1
Laurens JONES 834 265 540 16 4 5 2 2
Laurens OWINGS 477 134 323 12 3 3 1 1
Laurens "GRAY COURT" 700 264 413 9 5 3 4 2
Laurens GREENPOND 984 172 783 18 3 1 7 0
Laurens COOKS 1256 351 847 28 12 8 10 0
Laurens YOUNGS 703 99 574 15 1 1 10 3
Laurens ORA-LANFORD 535 164 352 7 0 8 3 1
Laurens "LONG BRANCH" 717 127 566 9 1 4 9 1
Laurens "CROSS HILL" 948 347 576 7 3 4 7 4
Laurens WATERLOO 884 287 577 10 3 2 4 1
Laurens "MARTINS-POPLAR SPRINGS" 438 53 369 14 0 1 1 0
Laurens EKOM 345 48 281 10 1 3 2 0
Laurens "MOUNT OLIVE" 607 76 519 9 1 1 0 1
Laurens "HICKORY TAVERN" 1298 193 1046 21 12 19 7 0
Laurens PRINCETON 170 17 145 2 2 0 4 0
Laurens BREWERTON 308 32 263 3 3 2 5 0
Laurens "CLINTON MILL" 706 453 236 7 5 2 2 1
Laurens Absentee 2625 1158 1408 23 13 6 15 2
Laurens "Absentee 2" 1747 720 987 13 6 9 7 5
Laurens Emergency 21 5 16 0 0 0 0 0
Laurens "Emergency 2" 13 7 5 0 1 0 0 0
Laurens Failsafe 89 45 40 2 0 0 2 0
Laurens "Failsafe 2" 34 16 17 1 0 0 0 0
Laurens Provisional 0 0 0 0 0 0 0 0
Laurens "Provisional 2" 0 0 0 0 0 0 0 0
Laurens "Failsafe Provisional" 58 32 25 0 0 0 1 0
Lee "ASHLAND/STOKES BRIDGE" 300 77 213 5 3 0 2 0
Lee ASHWOOD 354 109 236 5 1 0 1 2
Lee "BISHOPVILLE 1" 295 239 53 2 0 0 1 0
Lee "BISHOPVILLE 2" 353 292 52 5 1 1 2 0
Lee "BISHOPVILLE 3" 395 216 165 5 3 0 4 2
Lee "BISHOPVILLE 4" 485 385 95 1 1 1 2 0
Lee "CEDAR CREEK" 193 77 112 2 1 0 1 0
Lee CYPRESS 252 162 85 4 0 0 0 1
Lee ELLIOTT 288 262 21 3 1 0 1 0
Lee "HICKORY HILL" 202 103 96 0 0 1 1 1
Lee IONIA 327 123 200 4 0 0 0 0
Lee LYNCHBURG 422 361 55 3 0 2 1 0
Lee MANVILLE 339 240 90 3 1 2 2 1
Lee "MT. CLIO" 140 114 23 2 0 1 0 0
Lee "RATTLESNAKE SPRINGS" 236 112 119 1 1 1 2 0
Lee "SCHROCKS MILL/LUCKNOW" 276 124 149 1 0 0 1 1
Lee "SOUTH LYNCHBURG" 215 166 47 0 0 0 1 1
Lee "SPRING HILL" 372 256 108 0 1 4 2 1
Lee "ST. CHARLES" 433 303 122 8 0 0 0 0
Lee "ST. MATTHEWS" 119 37 79 1 2 0 0 0
Lee "TURKEY CREEK" 108 47 60 0 0 1 0 0
Lee WOODROW 97 71 23 1 0 2 0 0
Lee Absentee 1909 1294 586 5 6 9 8 1
Lee Emergency 30 18 10 2 0 0 0 0
Lee Failsafe 1 1 0 0 0 0 0 0
Lee Provisional 6 3 3 0 0 0 0 0
Lee "Failsafe Provisional" 9 7 1 0 0 0 1 0
Lexington Batesburg 1096 590 481 10 4 4 5 2
Lexington Mims 733 145 563 7 6 0 9 3
Lexington "Lake Murray #1" 1200 194 921 42 10 2 27 4
Lexington "Mount Horeb" 1133 216 832 49 7 6 21 2
Lexington "Old Barnwell Rd" 832 273 497 33 7 3 17 2
Lexington "Beulah Church" 1244 164 1020 40 2 0 16 2
Lexington Gilbert 1090 145 894 26 4 3 15 3
Lexington "Pond Branch" 1055 157 843 24 5 6 18 2
Lexington "Seven Oaks" 824 374 379 36 16 2 17 0
Lexington "Ridge Road" 1157 155 945 31 8 3 14 1
Lexington Summit 751 145 580 12 5 0 8 1
Lexington Leesville 1235 466 725 29 6 3 4 2
Lexington "Red Bank South #1" 1090 213 828 26 8 3 12 0
Lexington "Emmanuel Church" 1163 269 828 32 12 0 17 5
Lexington "Hollow Creek" 1261 198 999 35 8 3 18 0
Lexington "Boiling Springs" 1083 162 864 32 3 9 12 1
Lexington "Edmund #1" 551 147 370 15 4 4 9 2
Lexington "Red Bank" 1611 381 1133 43 12 10 28 4
Lexington "Round Hill" 1799 398 1278 62 17 4 34 6
Lexington Fairview 781 162 600 7 4 2 4 2
Lexington "Quail Hollow" 981 322 582 48 13 2 11 3
Lexington "Pelion #1" 709 94 586 12 8 3 6 0
Lexington Mack-Edisto 458 89 349 8 0 4 7 1
Lexington "Swansea #1" 733 304 402 16 5 2 2 2
Lexington "Sandy Run" 517 153 343 10 4 2 5 0
Lexington "Gaston #1" 691 113 547 15 6 1 5 4
Lexington "Sharpe'S Hill" 967 250 689 8 3 4 9 4
Lexington Chapin 1615 403 1134 52 4 9 11 2
Lexington "Leaphart Road" 540 203 285 26 5 3 16 2
Lexington Westover 947 257 614 41 12 3 19 1
Lexington Edenwood 1227 411 743 32 14 6 16 5
Lexington Cromer 748 199 504 25 5 2 11 2
Lexington "Lexington No. 1" 1323 348 864 57 17 5 28 4
Lexington "Lexington No. 2" 838 269 513 22 10 7 15 2
Lexington "Cayce Ward No.1" 742 356 307 49 14 3 10 3
Lexington "Cayce Ward No.2" 893 511 327 27 10 4 12 2
Lexington "Cayce Ward No.3" 439 160 244 19 6 0 10 0
Lexington "Chalk Hill" 1427 1063 320 21 10 5 8 0
Lexington "Congaree #1" 941 175 733 18 7 2 4 2
Lexington "Hook'S Store" 1030 402 574 30 8 2 12 2
Lexington "Saluda River" 904 390 437 41 10 5 21 0
Lexington Springdale 1117 267 772 48 6 3 18 3
Lexington "Pineridge #1" 677 169 459 31 7 2 8 1
Lexington "W Columbia No 1" 403 197 174 17 8 3 4 0
Lexington "W Columbia No 2" 370 294 65 6 4 0 0 1
Lexington "W Columbia No 3" 364 107 225 20 4 1 7 0
Lexington "W Columbia No 4" 852 305 489 27 7 5 18 1
Lexington Irmo 1072 460 525 36 18 5 26 2
Lexington Challedon 868 447 341 34 16 9 19 2
Lexington Whitehall 1199 471 634 39 13 4 35 3
Lexington Gardendale 854 443 358 29 11 2 10 1
Lexington "Woodland Hills" 775 441 271 26 17 4 14 2
Lexington Pineview 962 239 660 29 9 3 15 7
Lexington "Quail Valley" 1150 473 599 30 11 5 32 0
Lexington "Cayce Ward 2-A" 712 239 429 27 5 2 7 3
Lexington "Barr Road #1" 763 165 557 20 5 3 11 2
Lexington Coldstream 1050 371 593 54 10 5 17 0
Lexington Grenadier 972 554 350 24 20 4 16 4
Lexington "St. Michael" 1226 275 869 46 9 4 20 3
Lexington Murraywood 1075 375 632 35 16 3 13 1
Lexington "Amicks Ferry" 1738 322 1320 58 2 2 29 5
Lexington "Bush River" 888 367 446 38 9 2 23 3
Lexington "Dutchman Shores" 1161 175 912 42 7 3 19 3
Lexington "Pilgrim Church" 1422 317 985 65 9 5 40 1
Lexington "White Knoll" 1191 279 838 43 14 2 12 3
Lexington "Faith Church" 735 216 446 34 5 4 29 1
Lexington "Kitti Wake" 1019 301 655 32 10 4 16 1
Lexington "Providence Church" 1320 227 1011 42 6 2 26 6
Lexington "Boiling Springs South" 674 103 548 8 5 3 6 1
Lexington "Lexington #3" 1219 282 837 48 7 6 38 1
Lexington "Lexington #4" 1585 449 1017 78 10 3 26 2
Lexington Midway 729 148 511 43 3 2 21 1
Lexington "Park Road #1" 938 241 616 45 9 3 24 0
Lexington "Springdale South" 402 119 256 14 5 0 8 0
Lexington "Gaston #2" 852 242 574 18 4 1 12 1
Lexington "Lake Murray #2" 1579 323 1144 67 8 8 27 2
Lexington "Congaree #2" 603 161 421 13 1 0 5 2
Lexington "St Davids" 1492 352 1026 62 20 9 23 0
Lexington "Mt Hebron" 747 226 473 27 9 2 10 0
Lexington Sandhill 789 238 522 15 7 1 4 2
Lexington "Edmund #2" 850 115 688 22 6 7 9 3
Lexington "Swansea #2" 788 290 473 10 5 5 4 1
Lexington "Pelion #2" 788 143 615 15 7 0 7 1
Lexington "Dreher Island" 950 119 791 21 4 5 6 4
Lexington "Old Lexington" 1622 288 1211 79 13 8 23 0
Lexington Lincreek 1106 388 652 34 3 2 25 2
Lexington Cedarcrest 881 260 552 34 10 8 14 3
Lexington Oakwood 1347 343 916 48 16 8 16 0
Lexington "Barr Road #2" 1464 312 1045 53 8 10 35 1
Lexington "Park Road #2" 535 139 359 17 2 3 14 1
Lexington "Pineridge #2" 1077 350 681 24 8 4 9 1
Lexington "Redbank South #2" 870 224 587 29 13 5 11 1
Lexington "Carolina Springs" 931 251 603 43 11 8 15 0
Lexington "Platt Springs 1" 737 152 550 15 4 3 11 2
Lexington "Platt Springs 2" 1279 498 705 52 8 2 14 0
Lexington "River Bluff" 1313 332 852 60 11 5 50 3
Lexington Absentee 27194 8064 18230 476 96 63 234 31
Lexington Emergency 0 0 0 0 0 0 0 0
Lexington Failsafe 201 70 124 4 1 0 2 0
Lexington Provisional 129 43 77 6 2 0 1 0
Lexington "Failsafe Provisional" 128 43 78 4 1 0 2 0
Marion "BRITTON'S NECK" 826 552 265 4 3 1 1 0
Marion FRIENDSHIP 198 141 54 1 0 1 0 1
Marion CENTENARY 683 448 220 9 3 2 1 0
Marion RAINS 436 292 135 1 3 2 2 1
Marion "MARION NO. 1" 581 379 185 8 1 3 4 1
Marion "MARION NO. 2" 698 289 387 10 5 1 5 1
Marion "MARION NORTH" 762 366 381 11 1 0 2 1
Marion "MARION SOUTH" 1286 951 317 7 6 1 2 2
Marion "MARION WEST" 671 252 406 4 3 1 5 0
Marion SELLERS 132 96 35 0 1 0 0 0
Marion TEMPERANCE 542 335 197 2 0 2 3 3
Marion ZION 302 180 119 0 1 0 2 0
Marion "N WEST MULLINS" 763 540 213 2 2 1 3 2
Marion "S WEST MULLINS" 753 442 293 5 8 3 2 0
Marion "N EAST MULLINS" 926 576 332 6 6 0 4 2
Marion "S EAST MULLINS" 726 202 505 6 9 1 1 2
Marion NICHOLS 402 151 239 5 4 2 1 0
Marion Absentee 3506 2311 1148 21 9 5 6 6
Marion Emergency 0 0 0 0 0 0 0 0
Marion Failsafe 24 19 3 1 0 1 0 0
Marion Provisional 55 45 8 0 0 0 2 0
Marion "Failsafe Provisional" 4 2 2 0 0 0 0 0
Marlboro ADAMSVILLE 173 73 95 1 1 1 1 1
Marlboro BLENHEIM 143 52 87 1 0 2 1 0
Marlboro BRIGHTSVILLE 315 151 157 3 1 0 1 2
Marlboro BROWNSVILLE 180 49 128 2 0 0 1 0
Marlboro "RED HILL" 435 179 251 1 2 1 1 0
Marlboro TATUM 184 80 99 2 1 0 1 1
Marlboro WALLACE 598 257 331 5 2 0 2 1
Marlboro "QUICKS X ROADS" 382 196 175 6 1 2 1 1
Marlboro CLIO 606 397 199 5 2 1 1 1
Marlboro MCCOLL 460 194 255 3 3 2 2 1
Marlboro "EAST MCCOLL" 383 76 303 3 0 0 1 0
Marlboro "E BENNETTSVILLE" 484 308 167 4 1 3 1 0
Marlboro "W BENNETTSVILLE" 425 282 138 0 2 1 1 1
Marlboro "S BENNETTSVILLE" 308 275 25 3 4 0 1 0
Marlboro "N BENNETTSVILLE" 690 321 352 5 6 0 4 2
Marlboro Absentee 4565 3022 1489 26 7 7 12 2
Marlboro Emergency 0 0 0 0 0 0 0 0
Marlboro Failsafe 22 16 6 0 0 0 0 0
Marlboro Provisional 36 26 10 0 0 0 0 0
Marlboro "Failsafe Provisional" 0 0 0 0 0 0 0 0
Mccormick "Mt. Carmel" 135 113 20 2 0 0 0 0
Mccormick Monticello 194 46 145 1 0 1 1 0
Mccormick Savannah 617 120 488 4 2 0 2 1
Mccormick Willington 107 56 49 2 0 0 0 0
Mccormick "McCormick No. 1" 487 290 182 7 2 3 2 1
Mccormick Bethany 214 152 57 2 0 0 3 0
Mccormick "McCormick No. 2" 368 244 117 5 0 0 2 0
Mccormick "Plum Branch" 400 200 190 5 1 0 0 4
Mccormick Parksville 106 13 90 2 1 0 0 0
Mccormick Modoc 173 14 156 3 0 0 0 0
Mccormick "Clark's Hill" 305 161 138 4 0 0 2 0
Mccormick Absentee 2104 1067 1017 10 2 2 5 1
Mccormick Emergency 0 0 0 0 0 0 0 0
Mccormick Failsafe 5 3 2 0 0 0 0 0
