COUNTY AREA TOTAL DEM REP LIB OTH
COUNTY AREA TOTAL Kaine Stewart Waters Other
"King And Queen County" "401 - Courthouse" 582 286 285 10 1
"King And Queen County" "501 - Oldmill" 497 142 349 6 0
"King And Queen County" "Ab - Central Absentee Precinct" 198 104 93 1 0
"King And Queen County" Provisional 2 0 2 0 0
"King George County" "101 - Courthouse" 1661 653 962 46 0
"King George County" "102 - Passapatanzy" 816 302 501 13 0
"King George County" "201 - Monroe" 2249 806 1380 57 6
"King George County" "301 - Dahlgren" 1959 920 992 41 6
"King George County" "401 - Shiloh" 2109 846 1227 35 1
"King George County" "Ab - Central Absentee Precinct" 946 443 480 21 2
"King George County" Provisional 10 6 4 0 0
"King William County" "101 - West Point" 1333 510 794 27 2
"King William County" "201 - Sweet Hall" 517 186 316 15 0
"King William County" "202 - Courthouse" 907 410 485 9 3
"King William County" "301 - Aylett" 1395 404 961 29 1
"King William County" "401 - Manquin" 1518 494 997 19 8
"King William County" "501 - Mangohick" 1532 545 968 19 0
"King William County" "Ab - Central Absentee Precinct" 316 126 186 4 0
"King William County" Provisional 0 0 0 0 0
"Lancaster County" "101 - Precinct 1-1" 1003 402 582 19 0
"Lancaster County" "201 - Precinct 2-1" 900 551 338 10 1
"Lancaster County" "301 - Precinct 3-1" 762 266 486 10 0
"Lancaster County" "302 - Precinct 3-2" 412 160 246 6 0
"Lancaster County" "401 - Precinct 4-1" 886 575 304 6 1
"Lancaster County" "501 - Precinct 5-1" 1158 460 683 15 0
"Lancaster County" "Ab - Central Absentee Precinct" 584 268 308 8 0
"Lancaster County" Provisional 1 1 0 0 0
"Lee County" "101 - Elydale" 310 76 230 4 0
"Lee County" "102 - Ewing" 322 70 250 2 0
"Lee County" "103 - Rose Hill" 623 146 471 6 0
"Lee County" "201 - Blackwater" 135 44 89 1 1
"Lee County" "202 - Flatwoods" 503 91 409 3 0
"Lee County" "203 - Jonesville" 765 197 564 4 0
"Lee County" "301 - Ben Hur" 816 194 618 4 0
"Lee County" "302 - Woodway" 533 109 423 1 0
"Lee County" "401 - Stickleyville" 289 80 204 5 0
"Lee County" "402 - Jasper" 219 42 176 1 0
"Lee County" "403 - Seminary" 299 54 241 4 0
"Lee County" "404 - Dryden" 532 135 394 3 0
"Lee County" "501 - Saint Charles" 247 96 148 3 0
"Lee County" "502 - Pennington" 564 127 430 6 1
"Lee County" "503 - Robbins Chapel" 80 13 67 0 0
"Lee County" "504 - Keokee" 124 40 84 0 0
"Lee County" "Ab - Central Absentee Precinct" 460 157 298 5 0
"Lee County" Provisional 0 0 0 0 0
"Lexington City" "1 - Lexington" 1825 1301 490 30 4
"Lexington City" "Ab - Central Absentee Precinct" 294 209 79 6 0
"Lexington City" Provisional 1 1 0 0 0
"Loudoun County" "107 - Little River" 1665 1018 620 26 1
"Loudoun County" "108 - Mercer" 1590 1046 520 23 1
"Loudoun County" "112 - Freedom" 1179 809 344 23 3
"Loudoun County" "114 - Dulles South" 1473 1005 446 21 1
"Loudoun County" "117 - Carter" 803 599 192 12 0
"Loudoun County" "118 - Moorefield" 1768 1276 462 25 5
"Loudoun County" "119 - Arcola" 1348 943 371 32 2
"Loudoun County" "120 - Lunsford" 1841 1216 597 26 2
"Loudoun County" "121 - Town Hall" 1138 719 386 31 2
"Loudoun County" "122 - Hutchison Farm" 1876 1204 629 41 2
"Loudoun County" "123 - Cardinal Ridge" 1099 700 377 22 0
"Loudoun County" "124 - Liberty" 1249 833 392 23 1
"Loudoun County" "125 - Rock Ridge" 1498 1113 372 11 2
"Loudoun County" "126-Goshen Post" 1689 1130 524 33 2
"Loudoun County" "207 - River Bend" 1168 691 450 26 1
"Loudoun County" "208 - Algonkian" 1173 732 412 27 2
"Loudoun County" "209 - Potomac Falls" 1710 1115 550 41 4
"Loudoun County" "210 - Cascades" 1956 1321 596 38 1
"Loudoun County" "213 - Countryside" 680 451 207 21 1
"Loudoun County" "214 - Sugarland North" 2070 1279 748 42 1
"Loudoun County" "215 - Sugarland South" 1846 1231 564 49 2
"Loudoun County" "216 - Lowes Island" 1593 981 582 26 4
"Loudoun County" "217 - South Bank" 1955 1251 666 33 5
"Loudoun County" "218 - University Center" 1221 853 331 37 0
"Loudoun County" "219 - Galilee Church" 1407 920 442 45 0
"Loudoun County" "301 - Purcellville" 2041 1062 922 52 5
"Loudoun County" "302 - Round Hill" 1751 799 908 41 3
"Loudoun County" "303 - Hillsboro" 1622 744 845 31 2
"Loudoun County" "305 - Philomont" 769 354 397 14 4
"Loudoun County" "307 - Middleburg" 809 491 301 15 2
"Loudoun County" "308 - St Louis" 829 471 342 15 1
"Loudoun County" "309 - Aldie" 645 317 309 18 1
"Loudoun County" "310 - Mountain View" 2189 1070 1044 70 5
"Loudoun County" "311 - Round Hill Elementary" 1685 758 890 34 3
"Loudoun County" "312 - Briar Woods" 1877 1295 548 33 1
"Loudoun County" "313 - Pinebrook" 1711 1082 598 29 2
"Loudoun County" "314 - Legacy" 1653 1180 448 22 3
"Loudoun County" "315 - Firehouse" 581 248 318 13 2
"Loudoun County" "316 - Creighton's Corner" 1858 1292 525 40 1
"Loudoun County" "318 - Madison's Trust" 1944 961 930 49 4
"Loudoun County" "319 - John Champe" 2310 1474 795 39 2
"Loudoun County" "320 - Stone Hill" 1945 1498 423 24 0
"Loudoun County" "321 - Brambleton Middle" 1158 828 315 15 0
"Loudoun County" "322-Buffalo Trail" 1246 857 370 19 0
"Loudoun County" "401 - West Lovettsville" 2086 942 1084 55 5
"Loudoun County" "402 - Waterford" 1824 867 921 33 3
"Loudoun County" "403 - Lucketts" 2079 1055 988 35 1
"Loudoun County" "407 - Harper Park" 1154 690 434 25 5
"Loudoun County" "408 - Evergreen" 1904 1098 768 38 0
"Loudoun County" "409 - Clarkes Gap" 1814 843 926 39 6
"Loudoun County" "411 - East Lovettsville" 1405 614 756 31 4
"Loudoun County" "413 - Tuscarora" 88 43 44 1 0
"Loudoun County" "414 - Red Rock" 1020 676 324 19 1
"Loudoun County" "416 - Hamilton" 2212 1102 1052 50 8
"Loudoun County" "420 - River Creek" 1498 763 714 17 4
"Loudoun County" "421 - Between The Hills" 212 91 118 3 0
"Loudoun County" "422 - Sycolin Creek" 1383 674 692 16 1
"Loudoun County" "501 - West Leesburg" 1668 1058 561 44 5
"Loudoun County" "502 - East Leesburg" 1776 1266 459 49 2
"Loudoun County" "503 - Dry Mill" 915 550 338 26 1
"Loudoun County" "504 - Smarts Mill" 1869 1195 621 51 2
"Loudoun County" "505 - Cool Spring" 1878 1065 766 43 4
"Loudoun County" "506 - Brandon Park" 1061 731 297 31 2
"Loudoun County" "507 - Greenway" 960 562 374 19 5
"Loudoun County" "508 - Balls Bluff" 1827 1149 637 40 1
"Loudoun County" "509 - Tolbert" 1938 1354 560 23 1
"Loudoun County" "510 - Heritage" 1145 642 480 20 3
"Loudoun County" "615 - Hillside" 1677 1035 594 46 2
"Loudoun County" "616 - Eagle Ridge" 1871 1209 619 33 10
"Loudoun County" "617 - Oak Grove" 755 602 140 12 1
"Loudoun County" "619 - Ridgetop" 839 658 162 19 0
"Loudoun County" "620 - Russell Branch" 2072 1310 710 49 3
"Loudoun County" "621 - Dominion Trail" 2106 1423 639 40 4
"Loudoun County" "622 - Farmwell Station" 2044 1405 595 41 3
"Loudoun County" "623 - Weller" 2448 1603 803 39 3
"Loudoun County" "625 - Mill Run" 786 463 306 15 2
"Loudoun County" "626 - Ashby Ponds" 1017 588 422 6 1
"Loudoun County" "627 - Ashbrook" 653 482 146 22 3
"Loudoun County" "628 - Moorefield Station" 1984 1416 522 43 3
"Loudoun County" "629 - Discovery" 484 309 165 10 0
"Loudoun County" "701 - Sully" 1552 1043 470 38 1
"Loudoun County" "702 - Park View" 1397 943 422 29 3
"Loudoun County" "703 - Rolling Ridge" 1722 1339 346 37 0
"Loudoun County" "705 - Forest Grove" 2029 1348 631 44 6
"Loudoun County" "707 - Claude Moore Park" 1343 974 342 27 0
"Loudoun County" "708 - Seneca" 1501 957 517 26 1
"Loudoun County" "709 - Mirror Ridge" 1629 1143 450 32 4
"Loudoun County" "710 - Sterling" 1307 889 382 35 1
"Loudoun County" "808 - Stone Bridge" 2132 1362 725 42 3
"Loudoun County" "810 - Cedar Lane" 1815 1209 561 43 2
"Loudoun County" "813 - Seldens Landing" 1354 940 387 27 0
"Loudoun County" "814 - Newton - Lee" 1900 1080 782 31 7
"Loudoun County" "815 - Belmont Ridge" 1835 1132 675 24 4
"Loudoun County" "817 - Sanders Corner" 2203 1359 793 46 5
"Loudoun County" "818 - Broad Run" 1481 927 524 29 1
"Loudoun County" "819 - Heritage Church" 1379 863 486 27 3
"Loudoun County" "820 - Belmont Station" 1589 998 558 32 1
"Loudoun County" "822 - Riverside" 1215 759 434 19 3
"Loudoun County" "Ab - Central Absentee Precinct" 20402 13929 6093 337 43
"Loudoun County" Provisional 170 120 46 3 1
"Louisa County" "101 - Zion" 1751 839 882 28 2
"Louisa County" "102 - Mechanicsville" 825 352 458 14 1
"Louisa County" "201 - Louisa #1" 923 380 530 11 2
"Louisa County" "202 - Louisa #2" 873 355 501 16 1
"Louisa County" "301 - Patrick Henry No 1" 1657 907 723 26 1
"Louisa County" "302 - Patrick Henry #2" 440 187 250 3 0
"Louisa County" "401 - Mineral" 1383 491 872 19 1
"Louisa County" "402 - Yanceyville" 467 223 239 5 0
"Louisa County" "501 - Fredericks Hall" 465 253 207 5 0
"Louisa County" "502 - Cuckoo" 740 255 472 13 0
"Louisa County" "503 - Elk Creek" 625 196 419 10 0
"Louisa County" "601 - Bumpass" 835 210 609 15 1
"Louisa County" "602 - Locust Creek" 1087 347 723 16 1
"Louisa County" "701 - Sheltons Mill" 1130 372 735 23 0
"Louisa County" "702 - South Anna" 878 320 538 18 2
"Louisa County" "Ab - Central Absentee Precinct" 1345 693 632 20 0
"Louisa County" Provisional 4 4 0 0 0
"Lunenburg County" "101 - Plymouth" 459 133 318 8 0
"Lunenburg County" "201 - Browns Store" 482 166 306 10 0
"Lunenburg County" "301 - Rosebud" 327 74 252 1 0
"Lunenburg County" "302 - Flat Rock" 337 141 194 2 0
"Lunenburg County" "401 - Arrowhead Gun Club" 224 50 173 1 0
"Lunenburg County" "402 - Pleasant Grove" 412 131 279 2 0
"Lunenburg County" "501 - Reedy Creek" 300 157 139 4 0
"Lunenburg County" "502 - Peoples Community Center" 367 250 110 7 0
"Lunenburg County" "601 - Hounds Creek" 552 329 215 8 0
"Lunenburg County" "701 - Meherrin Fire Department" 279 125 151 3 0
"Lunenburg County" "702 - Victoria Public Library" 348 138 208 2 0
"Lunenburg County" "Ab - Central Absentee Precinct" 387 248 135 3 1
"Lunenburg County" Provisional 1 1 0 0 0
"Lynchburg City" "101 - First Ward First Precinct" 2181 1095 997 86 3
"Lynchburg City" "102 - First Ward Second Precinct" 2335 1061 1188 83 3
"Lynchburg City" "103 - First Ward Third Precinct" 1639 778 799 60 2
"Lynchburg City" "104 - First Ward Fourth Precinct" 735 456 259 20 0
"Lynchburg City" "105 - First Ward Fifth Precinct" 1077 614 428 35 0
"Lynchburg City" "201 - Second Ward First Precinct" 1931 1522 351 56 2
"Lynchburg City" "202 - Second Ward Second Precinct" 1529 1231 265 31 2
"Lynchburg City" "203 - Second Ward Third Precinct" 525 409 107 9 0
"Lynchburg City" "204 - Second Ward Fourth Precinct" 496 283 197 15 1
"Lynchburg City" "301 - Third Ward First Precinct" 859 490 341 27 1
"Lynchburg City" "302 - Third Ward Second Precinct" 1026 102 781 141 2
"Lynchburg City" "303 - Third Ward Third Precinct" 941 431 471 39 0
"Lynchburg City" "304 - Third Ward Fourth Precinct" 932 375 521 35 1
"Lynchburg City" "305 - Third Ward Fifth Precinct" 1833 672 1082 73 6
"Lynchburg City" "401 - Fourth Ward First Precinct" 2582 962 1535 81 4
"Lynchburg City" "402 - Fourth Ward Second Precinct" 960 417 509 33 1
"Lynchburg City" "403 - Fourth Ward Third Precinct" 1822 843 891 87 1
"Lynchburg City" "404 - Fourth Ward Fourth Precinct" 1908 949 904 52 3
"Lynchburg City" "Ab - Central Absentee Precinct" 1529 890 609 30 0
"Lynchburg City" Provisional 5 2 3 0 0
"Madison County" "1 - Oak Park" 634 300 323 10 1
"Madison County" "2 - Radiant" 915 381 522 11 1
"Madison County" "3 - Rochelle" 458 141 313 2 2
"Madison County" "4 - Graves Mill" 61 21 40 0 0
"Madison County" "5 - Madison" 1043 404 617 21 1
"Madison County" "6 - Wolftown" 599 220 364 14 1
"Madison County" "7 - Brightwood" 1040 286 739 13 2
"Madison County" "8 - Criglersville" 485 175 302 7 1
"Madison County" "9 - Etlan" 302 89 204 8 1
"Madison County" "Ab - Central Absentee Precinct" 492 256 231 2 3
"Madison County" Provisional 0 0 0 0 0
"Manassas City" "1 - Dean" 1592 1122 432 38 0
"Manassas City" "2 - Weems" 2102 1370 683 48 1
"Manassas City" "3 - Metz" 2097 1308 735 51 3
"Manassas City" "4 - Haydon" 1907 1141 724 39 3
"Manassas City" "5 - Baldwin" 1645 1058 547 35 5
"Manassas City" "6 - Round" 1681 930 705 44 2
"Manassas City" "Ab - Central Absentee Precinct" 1893 1189 670 32 2
"Manassas City" Provisional 12 12 0 0 0
"Manassas Park City" "1 - Precinct One" 1434 1050 361 22 1
"Manassas Park City" "2 - Precinct Two" 1117 754 331 30 2
"Manassas Park City" "3 - Precinct Three" 1254 827 403 24 0
"Manassas Park City" "Ab - Central Absentee Precinct" 574 395 165 13 1
"Manassas Park City" Provisional 6 6 0 0 0
"Martinsville City" "1 - Precinct #1" 466 449 10 6 1
"Martinsville City" "2 - Precinct #2" 869 542 309 17 1
"Martinsville City" "3 - Precinct #3" 530 369 152 4 5
"Martinsville City" "4 - Precinct #4" 865 604 251 10 0
"Martinsville City" "5 - Precinct #5" 1266 513 711 42 0
"Martinsville City" "6 - Precinct #6" 222 219 3 0 0
"Martinsville City" "Ab - Central Absentee Precinct" 323 191 129 3 0
"Martinsville City" Provisional 3 2 1 0 0
"Mathews County" "1 - Chesapeake" 877 282 582 13 0
"Mathews County" "2 - Westville" 1370 486 866 18 0
"Mathews County" "3 - Piankatank" 1509 514 969 25 1
"Mathews County" "Ab - Central Absentee Precinct" 659 283 374 2 0
"Mathews County" Provisional 1 1 0 0 0
"Mecklenburg County" "101 - Wrights Store" 420 220 195 5 0
"Mecklenburg County" "102 - Pearsons Store" 151 44 107 0 0
"Mecklenburg County" "103 - South Clarksville" 659 349 305 5 0
"Mecklenburg County" "201 - Boydton" 376 206 168 2 0
"Mecklenburg County" "202 - Bluestone Senior High School" 154 90 64 0 0
"Mecklenburg County" "203 - Chase City Vfw Post" 321 247 71 3 0
"Mecklenburg County" "301 - Bracey" 814 228 581 5 0
"Mecklenburg County" "302 - Lacrosse" 489 224 258 7 0
"Mecklenburg County" "401 - American Legion Hall" 1042 690 345 7 0
"Mecklenburg County" "402 - Park View Middle School" 160 97 62 1 0
"Mecklenburg County" "501 - South Hill" 1165 500 645 17 3
"Mecklenburg County" "601 - Baskerville" 512 195 314 2 1
"Mecklenburg County" "602 - Union Level" 281 59 217 5 0
"Mecklenburg County" "603 - Smith Crossroads" 216 84 129 3 0
"Mecklenburg County" "604 - Lake Gaston" 287 94 191 2 0
"Mecklenburg County" "701 - Chase City" 517 230 281 6 0
"Mecklenburg County" "702 - Sunshine" 453 173 277 3 0
"Mecklenburg County" "801 - Finchley" 178 76 101 1 0
"Mecklenburg County" "802 - Bluestone" 615 192 420 3 0
"Mecklenburg County" "803 - Chase City Elementary School" 457 205 247 5 0
"Mecklenburg County" "901 - Averett" 161 25 134 2 0
"Mecklenburg County" "902 - Buffalo Springs" 286 61 219 6 0
"Mecklenburg County" "903 - Clarksville" 1062 346 707 9 0
"Mecklenburg County" "Ab - Central Absentee Precinct" 1023 512 492 19 0
"Mecklenburg County" Provisional 6 2 3 0 1
"Middlesex County" "101 - Saluda" 332 135 188 9 0
"Middlesex County" "102 - Urbanna" 604 238 351 15 0
"Middlesex County" "201 - New Market" 1079 313 756 9 1
"Middlesex County" "302 - Church View" 854 404 438 11 1
"Middlesex County" "401- Harmony Village" 817 376 427 14 0
"Middlesex County" "501 - Wilton" 1023 373 631 19 0
"Middlesex County" "Ab - Central Absentee Precinct" 417 189 222 6 0
"Middlesex County" Provisional 4 3 1 0 0
"Montgomery County" "101 - Precinct A-1" 1737 1023 663 49 2
"Montgomery County" "102 - Precinct A-2" 1512 1204 268 40 0
"Montgomery County" "103 - Precinct A-3" 2280 1610 607 57 6
"Montgomery County" "201 - Precinct B-1" 223 115 102 6 0
"Montgomery County" "202 - Precinct B-2" 1831 921 856 53 1
"Montgomery County" "203 - Precinct B-3" 1153 539 581 28 5
"Montgomery County" "204 - Precinct B-4" 2230 1152 1018 57 3
"Montgomery County" "301 - Precinct C-1" 1327 384 912 28 3
"Montgomery County" "302 - Precinct C-2" 1382 521 820 38 3
"Montgomery County" "303 - Precinct C-3" 501 151 344 6 0
"Montgomery County" "304 - Precinct C-4" 1459 627 794 38 0
"Montgomery County" "401 - Precinct D-1" 907 372 510 25 0
"Montgomery County" "402 - Precinct D-2" 1401 407 975 18 1
"Montgomery County" "403 - Precinct D-3" 1081 325 736 19 1
"Montgomery County" "404 - Precinct D-4" 608 180 422 5 1
"Montgomery County" "405 - Precinct D-5" 1596 710 851 34 1
"Montgomery County" "501 - Precinct E-1" 1573 885 641 44 3
"Montgomery County" "502 - Precinct E-2" 1057 465 568 23 1
"Montgomery County" "503 - Precinct E-3" 1335 960 294 79 2
"Montgomery County" "601 - Precinct F-1" 1940 1466 415 56 3
"Montgomery County" "602 - Precinct F-2" 1763 1345 358 57 3
"Montgomery County" "603 - Precinct F-3" 568 364 168 35 1
"Montgomery County" "701 - Precinct G-1" 2297 1707 517 65 8
"Montgomery County" "702 - Precinct G-2" 1449 1130 246 71 2
"Montgomery County" "Ab - Central Absentee Precinct" 2266 1525 706 34 1
"Montgomery County" Provisional 32 21 10 1 0
"Nelson County" "101 - Rockfish" 1418 748 631 37 2
"Nelson County" "201 - Lovingston" 756 361 382 13 0
"Nelson County" "202 - Schuyler" 468 251 208 7 2
"Nelson County" "301 - Shipman" 980 484 478 18 0
"Nelson County" "302 - Gladstone" 162 68 91 3 0
"Nelson County" "401 - Roseland" 1143 481 645 15 2
"Nelson County" "402 - Montebello" 100 37 63 0 0
"Nelson County" "501 - Faber" 530 295 223 12 0
"Nelson County" "502 - Nellysford" 1244 708 505 25 6
"Nelson County" "Ab - Central Absentee Precinct" 573 374 189 7 3
"Nelson County" Provisional 4 1 2 1 0
"New Kent County" "102 - Tunstall" 500 124 371 5 0
"New Kent County" "103 - Southern Branch" 1441 394 1027 19 1
"New Kent County" "201 - Quinton" 1472 557 887 28 0
"New Kent County" "202 - Kentwood" 825 213 595 17 0
"New Kent County" "301 - Watkins" 947 456 477 11 3
"New Kent County" "302 - Cumberland" 1099 398 680 21 0
"New Kent County" "401 - Providence Forge" 1410 565 816 24 5
"New Kent County" "403 - Mountcastle" 561 208 338 12 3
"New Kent County" "501 - Eltham" 718 249 462 7 0
"New Kent County" "502 - Chickahominy River" 1039 266 763 10 0
"New Kent County" "Ab - Central Absentee Precinct" 658 299 352 5 2
"New Kent County" Provisional 13 7 6 0 0
"Newport News City" "101 - Denbigh" 1954 1552 377 23 2
"Newport News City" "102 - Epes" 1820 1486 299 32 3
"Newport News City" "103 - Jenkins" 1818 1212 565 37 4
"Newport News City" "104 - Mcintosh" 1318 1062 239 17 0
"Newport News City" "105 - Oyster Point" 501 331 157 11 2
"Newport News City" "106 - Reservoir" 2225 1654 535 34 2
"Newport News City" "107 - Richneck" 2106 1395 675 35 1
"Newport News City" "108 - Lee Hall" 1574 1224 324 24 2
"Newport News City" "109 - Windsor" 1079 704 355 18 2
"Newport News City" "110 - Greenwood" 1770 1366 359 40 5
"Newport News City" "201 - Bland" 362 278 78 6 0
"Newport News City" "202 - Boulevard" 1396 753 608 32 3
"Newport News City" "203 - Charles" 2293 1221 1025 46 1
"Newport News City" "204 - Wellesley" 1131 743 368 19 1
"Newport News City" "205 - Deep Creek" 1887 843 999 45 0
"Newport News City" "208 - Hidenwood" 1103 507 573 22 1
"Newport News City" "209 - Hilton" 1431 817 577 36 1
"Newport News City" "210 - Nelson" 2327 1302 978 43 4
"Newport News City" "211 - Palmer" 1643 1116 485 41 1
"Newport News City" "212 - Riverside" 987 472 489 24 2
"Newport News City" "213 - Sanford" 720 309 389 22 0
"Newport News City" "215 - Warwick" 824 516 289 18 1
"Newport News City" "216 - Yates" 1048 544 480 24 0
"Newport News City" "217 - Riverview" 1514 769 719 25 1
"Newport News City" "218 - Kiln Creek" 2522 1552 924 40 6
"Newport News City" "219 - Deer Park" 1985 1488 458 38 1
"Newport News City" "302 - Briarfield" 1052 844 197 10 1
"Newport News City" "303 - Carver" 745 569 160 14 2
"Newport News City" "304 - Chestnut" 533 518 12 3 0
"Newport News City" "305 - Downtown" 395 325 65 5 0
"Newport News City" "306 - Dunbar" 165 160 4 1 0
"Newport News City" "307 - Huntington" 403 393 8 2 0
"Newport News City" "308 - Jefferson" 433 412 19 2 0
"Newport News City" "309 - Magruder" 536 527 6 3 0
"Newport News City" "310 - Marshall" 686 662 20 3 1
"Newport News City" "311 - Newmarket" 1526 1212 299 15 0
"Newport News City" "312 - Newsome Park" 150 146 4 0 0
"Newport News City" "313 - Reed" 992 964 20 7 1
"Newport News City" "314 - River" 763 490 255 16 2
"Newport News City" "315 - Sedgefield" 1081 638 434 9 0
"Newport News City" "316 - South Morrison" 1356 951 386 15 4
"Newport News City" "317 - Washington" 309 304 4 1 0
"Newport News City" "318 - Wilson" 638 584 47 4 3
"Newport News City" "319 - Saunders" 1938 1169 736 32 1
"Newport News City" "320 - Watkins" 2479 1316 1107 54 2
"Newport News City" "Ab - Central Absentee Precinct" 2781 1974 777 25 5
"Newport News City" Provisional 32 24 7 1 0
"Norfolk City" "101 - Granby" 1856 1350 471 34 1
"Norfolk City" "102 - Ocean View School" 893 517 358 17 1
"Norfolk City" "103 - Northside" 1239 718 494 25 2
"Norfolk City" "104 - Titustown" 670 596 63 11 0
"Norfolk City" "104 - Titustown" 47 45 2 0 0
"Norfolk City" "106 - Second Presbyterian" 1661 1099 520 41 1
"Norfolk City" "201 - Larchmont School" 1965 1451 460 50 4
"Norfolk City" "203 - Ghent Square" 766 574 175 17 0
"Norfolk City" "207 - Lambert's Point" 1442 1317 95 26 4
"Norfolk City" "208 - Larchmont Library" 1128 716 383 26 3
"Norfolk City" "210 - Maury" 1491 1140 300 46 5
"Norfolk City" "211 - Chrysler Museum" 1991 1444 497 44 6
"Norfolk City" "212 - Park Place" 935 886 35 13 1
"Norfolk City" "213 - Taylor Elementary School" 1753 1444 256 48 5
"Norfolk City" "214 - Stuart" 1745 1408 313 23 1
"Norfolk City" "215 - Suburban Park" 1298 873 409 15 1
"Norfolk City" "217 - Wesley" 1110 801 288 21 0
"Norfolk City" "218 - Willard" 2092 1337 680 69 6
"Norfolk City" "301 - Ballentine" 1222 1088 109 22 3
"Norfolk City" "302 - Tanners Creek" 753 632 114 5 2
"Norfolk City" "303 - Broad Creek" 1487 1434 43 9 1
"Norfolk City" "304 - Coleman Place School" 744 624 114 4 2
"Norfolk City" "305 - Lafayette-Winona" 1114 945 155 12 2
"Norfolk City" "306 - Lindenwood" 863 801 52 8 2
"Norfolk City" "309 - Norview" 2082 1718 327 36 1
"Norfolk City" "310 - Rosemont" 1756 1678 66 11 1
"Norfolk City" "311 - Sherwood" 2073 1528 519 24 2
"Norfolk City" "313 - Union Chapel" 603 589 9 5 0
"Norfolk City" "402 - Berkley" 1011 997 9 5 0
"Norfolk City" "404 - Campostella" 1046 1007 28 11 0
"Norfolk City" "405 - Chesterfield" 1495 1434 42 17 2
"Norfolk City" "406 - Barron Black" 1007 655 339 13 0
"Norfolk City" "408 - Easton" 1279 788 461 27 3
"Norfolk City" "409 - Fairlawn" 984 649 316 17 2
"Norfolk City" "411 - Ruffner Academy" 672 652 13 6 1
"Norfolk City" "412 - Ingleside" 1186 1059 113 12 2
"Norfolk City" "413 - Poplar Halls" 1726 1472 235 17 2
"Norfolk City" "414 - Young Park" 1113 1075 26 10 2
"Norfolk City" "415 - Lake Taylor High School" 1078 741 313 23 1
"Norfolk City" "501 - Bayview" 1584 896 644 43 1
"Norfolk City" "503 - East Ocean View" 1792 1081 666 44 1
"Norfolk City" "504 - Larrymore" 1341 869 444 26 2
"Norfolk City" "505 - Little Creek" 933 499 409 24 1
"Norfolk City" "506 - Ocean View Center" 1778 1221 517 38 2
"Norfolk City" "507 - Pretlow" 1455 906 506 38 5
"Norfolk City" "509 - Tarrallton" 1459 697 722 35 5
"Norfolk City" "510 - Third Presbyterian" 1614 820 746 47 1
"Norfolk City" "511 - Crossroads" 1472 841 583 45 3
"Norfolk City" "512 - Azalea Gardens" 906 517 376 12 1
"Norfolk City" "Ab - Central Absentee Precinct" 1192 786 376 28 2
"Norfolk City" "Ab - Central Absentee Precinct" 2528 2086 403 32 7
"Norfolk City" Provisional 32 25 6 1 0
"Norfolk City" Provisional 43 39 3 0 1
"Northampton County" "101 - Precinct 1-1" 1150 585 552 12 1
"Northampton County" "201 - Precinct 2-1" 853 617 225 11 0
"Northampton County" "301 - Precinct 3-1" 752 520 225 5 2
"Northampton County" "401 - Precinct 4-1" 924 467 445 11 1
"Northampton County" "501 - Precinct 5-1" 891 415 458 16 2
"Northampton County" "Ab - Central Absentee Precinct" 543 317 219 4 3
"Northampton County" Provisional 3 3 0 0 0
"Northumberland County" "101 - 1a" 905 371 524 9 1
"Northumberland County" "201 - 2a" 1129 415 703 10 1
"Northumberland County" "301 - 3a" 569 388 173 8 0
"Northumberland County" "302 - 3b" 287 220 64 3 0
"Northumberland County" "401 - 4a" 1390 496 872 17 5
"Northumberland County" "501 - 5a" 1351 453 887 11 0
"Northumberland County" "Ab - Central Absentee Precinct" 634 286 342 5 1
"Northumberland County" Provisional 4 2 2 0 0
"Norton City" "1 - East Ward" 1098 408 671 16 3
"Norton City" Provisional 1 0 1 0 0
"Nottoway County" "101 - Precinct 1-1" 573 251 316 6 0
"Nottoway County" "102 - Precinct 1-2" 427 156 268 3 0
"Nottoway County" "201 - Precinct 2-1" 710 291 406 13 0
"Nottoway County" "202 - Precinct 2-2" 341 92 244 5 0
"Nottoway County" "301 - Precinct 3-1" 525 328 192 5 0
"Nottoway County" "302 - Precinct 3-2" 353 140 211 2 0
"Nottoway County" "401 - Precinct 4-1" 495 400 89 6 0
"Nottoway County" "402 - Precinct 4-2" 525 175 344 6 0
"Nottoway County" "501 - Precinct 5-1" 1002 466 523 13 0
"Nottoway County" "Ab - Central Absentee Precinct" 354 167 182 5 0
"Nottoway County" Provisional 0 0 0 0 0
"Orange County" "101 - One West" 1477 611 852 14 0
"Orange County" "102 - One East" 1399 650 722 27 0
"Orange County" "201 - Two West" 1371 465 893 12 1
"Orange County" "202 - Two East" 1186 349 818 16 3
"Orange County" "301 - Three West" 1634 806 798 29 1
"Orange County" "302 - Three East" 534 199 329 6 0
"Orange County" "401 - Four West" 1366 357 994 15 0
"Orange County" "402 - Four East" 1370 611 735 23 1
"Orange County" "501 - Five South" 1630 719 884 26 1
"Orange County" "502 - Five North" 1827 773 1020 31 3
"Orange County" "Ab - Central Absentee Precinct" 1147 603 526 16 2
"Orange County" Provisional 11 5 6 0 0
"Page County" "101 - West Luray" 1559 540 999 20 0
"Page County" "201 - East Luray" 1684 550 1109 24 1
"Page County" "301 - Marksville" 1696 387 1295 11 3
"Page County" "401 - Newport" 1273 307 946 19 1
"Page County" "501 - Shenandoah" 1553 317 1208 26 2
"Page County" "Ab - Central Absentee Precinct" 530 255 268 6 1
