COUNTY AREA TOTAL DEM REP LMN GRN Writein
COUNTY AREA TOTAL Klobuchar Newberger Schuller Overby Writein
"Lac qui Parle" Boyd 55 39 13 3 0 0
"Lac qui Parle" "Camp Release Twp" 130 43 86 1 0 0
"Lac qui Parle" "Cerro Gordo Twp" 105 57 47 1 0 0
"Lac qui Parle" Dawson 688 446 223 14 5 0
"Lac qui Parle" "Freeland Twp" 36 20 16 0 0 0
"Lac qui Parle" "Garfield Twp" 66 36 30 0 0 0
"Lac qui Parle" "Hamlin Twp" 89 49 39 1 0 0
"Lac qui Parle" "Hantho Twp" 57 33 23 1 0 0
"Lac qui Parle" "Lac qui Parle Twp" 86 49 37 0 0 0
"Lac qui Parle" "Lake Shore Twp" 103 62 39 1 1 0
"Lac qui Parle" Louisburg 20 10 10 0 0 0
"Lac qui Parle" Madison 723 429 270 22 2 0
"Lac qui Parle" "Madison Twp" 105 42 60 2 1 0
"Lac qui Parle" "Manfred Twp" 40 13 26 1 0 0
"Lac qui Parle" Marietta 56 31 21 4 0 0
"Lac qui Parle" "Maxwell Twp" 85 45 38 2 0 0
"Lac qui Parle" "Mehurin Twp" 27 19 7 0 1 0
"Lac qui Parle" Nassau 36 14 22 0 0 0
"Lac qui Parle" "Perry Twp" 52 17 35 0 0 0
"Lac qui Parle" "Providence Twp" 91 53 38 0 0 0
"Lac qui Parle" "Riverside Twp" 167 92 71 3 1 0
"Lac qui Parle" "Ten Mile Lake Twp" 56 30 25 1 0 0
"Lac qui Parle" "Walter Twp" 81 30 48 3 0 0
"Lac qui Parle" "Yellow Bank Twp" 76 29 46 1 0 0
Lake "Beaver Bay" 67 28 35 4 0 0
Lake "Beaver Bay Twp P-1" 161 78 77 4 2 0
Lake "Beaver Bay Twp P-4" 141 89 50 2 0 0
Lake "Crystal Bay Twp" 241 157 64 8 12 0
Lake "Fall Lake Twp" 441 271 163 3 4 0
Lake "Silver Bay P-1" 314 193 111 7 3 0
Lake "Silver Bay P-2" 641 339 287 11 4 0
Lake "Silver Creek Twp" 695 434 231 18 12 0
Lake "Stony River Twp" 111 54 52 1 4 0
Lake "Two Harbors W-1" 449 286 151 9 3 0
Lake "Two Harbors W-2" 325 187 117 18 3 0
Lake "Two Harbors W-3" 450 279 154 11 5 1
Lake "Two Harbors W-4" 491 330 154 6 1 0
Lake "Unorg Terr No 1" 94 58 33 1 2 0
Lake "Unorg Terr No 2 Prec 1" 232 157 72 2 1 0
Lake "Unorg Terr No 2 Prec 2" 366 220 143 0 3 0
Lake "Unorg Terr No 2 Prec 3" 384 229 149 6 0 0
Lake "Unorg Terr No 2 Prec 4" 227 121 99 2 5 0
Lake "Unorg Terr No 2 Prec 5" 86 29 54 2 1 0
"Lake of the Woods" "1-A Baudette Unorg" 119 34 85 0 0 0
"Lake of the Woods" "1-B Baudette City" 215 113 98 3 0 1
"Lake of the Woods" "2-A Gudrid Unorg" 105 39 63 2 1 0
"Lake of the Woods" "2-B Baudette City" 193 71 117 4 1 0
"Lake of the Woods" "3-A Unorg" 165 57 98 8 2 0
"Lake of the Woods" "3-C S McDougald Unorg" 55 31 23 1 0 0
"Lake of the Woods" "3-D Forest Unorg" 41 15 25 0 1 0
"Lake of the Woods" "4-A Wheeler Unorg" 148 50 95 3 0 0
"Lake of the Woods" "4-B Wabanica Unorg" 212 102 105 4 1 0
"Lake of the Woods" "5-B Zippel Unorg" 64 23 40 1 0 0
"Lake of the Woods" "4-C N McDougald Unorg" 58 20 34 3 1 0
"Lake of the Woods" "5-A Unorg" 242 88 149 4 1 0
"Lake of the Woods" "3-B Williams City" 52 24 22 6 0 0
"Lake of the Woods" "2-C Unorg" 68 24 42 2 0 0
"Lake of the Woods" "5-C Northwest Angle" 85 20 64 1 0 0
"Lake of the Woods" "5-D Roosevelt" 0 0 0 0 0 0
"Lake of the Woods" "3-E Baudette City" 30 18 12 0 0 0
"Le Sueur" Cleveland 326 181 130 11 4 0
"Le Sueur" "Cleveland Twp" 418 216 196 5 1 0
"Le Sueur" "Cordova Twp" 239 138 89 8 4 0
"Le Sueur" "Derrynane Twp" 252 106 141 4 1 0
"Le Sueur" Elysian 378 186 176 11 5 0
"Le Sueur" "Elysian Twp" 596 298 285 10 3 0
"Le Sueur" Heidelberg 70 43 26 1 0 0
"Le Sueur" Kasota 275 159 101 9 6 0
"Le Sueur" "Kasota Twp P-1" 238 133 97 5 2 1
"Le Sueur" "Kasota Twp P-2" 599 347 235 14 3 0
"Le Sueur" Kilkenny 64 31 29 4 0 0
"Le Sueur" "Kilkenny Twp" 212 81 124 6 0 1
"Le Sueur" "Lanesburgh Twp" 1004 416 571 14 3 0
"Le Sueur" "Le Center" 872 432 404 30 5 1
"Le Sueur" "Le Sueur P-1" 953 514 398 30 11 0
"Le Sueur" "Le Sueur P-2" 628 337 252 34 5 0
"Le Sueur" "Lexington Twp" 377 159 206 11 1 0
"Le Sueur" Mankato 0 0 0 0 0 0
"Le Sueur" Montgomery 1241 623 553 49 15 1
"Le Sueur" "Montgomery Twp" 309 128 176 3 2 0
"Le Sueur" "New Prague" 1404 699 661 38 6 0
"Le Sueur" "Ottawa Twp" 153 74 76 3 0 0
"Le Sueur" "Sharon Twp" 340 181 148 6 5 0
"Le Sueur" "Tyrone Twp" 253 123 124 6 0 0
"Le Sueur" "Washington Twp" 495 228 260 7 0 0
"Le Sueur" Waterville 790 417 330 33 9 1
"Le Sueur" "Waterville Twp" 394 194 191 8 1 0
Lincoln "Alta Vista Twp" 95 57 37 0 1 0
Lincoln Arco 43 26 15 2 0 0
Lincoln "Ash Lake Twp" 87 45 41 0 1 0
Lincoln "Diamond Lake Twp" 72 27 45 0 0 0
Lincoln "Drammen Twp" 40 9 31 0 0 0
Lincoln "Hansonville Twp" 43 22 21 0 0 0
Lincoln Hendricks 250 129 113 6 2 0
Lincoln "Hendricks Twp" 92 39 52 1 0 0
Lincoln "Hope Twp" 117 52 63 1 1 0
Lincoln Ivanhoe 262 147 106 8 1 0
Lincoln "Lake Benton" 260 101 150 6 3 0
Lincoln "Lake Benton Twp" 88 28 59 1 0 0
Lincoln "Lake Stay Twp" 74 45 27 1 1 0
Lincoln "Limestone Twp" 75 38 37 0 0 0
Lincoln "Marble Twp" 64 36 26 2 0 0
Lincoln "Marshfield Twp" 92 40 51 1 0 0
Lincoln "Royal Twp" 69 33 35 1 0 0
Lincoln "Shaokatan Twp" 98 55 42 1 0 0
Lincoln Tyler 459 218 232 9 0 0
Lincoln "Verdi Twp" 48 17 30 1 0 0
Lyon "Amiret Twp" 105 44 60 1 0 0
Lyon Balaton 275 132 128 11 4 0
Lyon "Clifton Twp" 120 51 67 1 1 0
Lyon "Coon Creek Twp" 129 60 64 2 3 0
Lyon Cottonwood 480 264 198 14 4 0
Lyon "Custer Twp" 81 43 37 1 0 0
Lyon "Eidsvold Twp" 86 36 47 2 1 0
Lyon "Fairview Twp" 176 63 109 3 0 1
Lyon Florence 14 8 6 0 0 0
Lyon Garvin 34 15 17 2 0 0
Lyon Ghent 162 88 67 7 0 0
Lyon "Grandview Twp" 144 54 88 0 2 0
Lyon "Island Lake Twp" 82 26 55 1 0 0
Lyon "Lake Marshall Twp" 305 125 177 1 2 0
Lyon "Lucas Twp" 96 46 48 2 0 0
Lyon Lynd 154 68 81 3 2 0
Lyon "Lynd Twp" 227 87 140 0 0 0
Lyon "Lyons Twp" 101 32 68 0 1 0
Lyon "Marshall W-1" 1435 795 578 47 14 1
Lyon "Marshall W-2" 1919 1006 860 38 14 1
Lyon "Marshall W-3" 1492 777 653 49 12 1
Lyon Minneota 580 281 276 17 6 0
Lyon "Monroe Twp" 80 34 46 0 0 0
Lyon "Nordland Twp" 106 54 52 0 0 0
Lyon "Rock Lake Twp" 127 41 84 2 0 0
Lyon Russell 140 62 72 4 2 0
Lyon "Shelburne Twp" 59 21 38 0 0 0
Lyon "Sodus Twp" 147 58 86 1 2 0
Lyon "Stanley Twp" 104 38 64 1 1 0
Lyon Taunton 65 45 18 2 0 0
Lyon Tracy 731 402 307 16 6 0
Lyon "Vallers Twp" 101 49 52 0 0 0
Lyon "Westerheim Twp" 129 68 57 3 1 0
McLeod "Acoma Twp" 576 247 319 9 1 0
McLeod "Bergen Twp" 454 168 278 6 2 0
McLeod Biscay 43 29 13 1 0 0
McLeod Brownton 274 136 130 7 1 0
McLeod "Collins Twp" 205 92 107 6 0 0
McLeod "Glencoe P-1" 551 262 273 12 4 0
McLeod "Glencoe P-2" 522 272 227 18 5 0
McLeod "Glencoe P-3" 548 284 257 6 1 0
McLeod "Glencoe P-4" 501 212 267 15 7 0
McLeod "Glencoe Twp" 268 97 163 6 2 0
McLeod "Hale Twp" 420 170 236 11 3 0
McLeod "Hassan Valley Twp" 319 127 186 4 2 0
McLeod "Helen Twp" 425 164 255 4 2 0
McLeod "Hutchinson P-1" 1767 865 833 51 18 0
McLeod "Hutchinson P-2" 1720 870 792 41 16 1
McLeod "Hutchinson P-3" 2000 1003 929 54 12 2
McLeod "Hutchinson Twp" 570 217 344 7 2 0
McLeod "Lester Prairie" 695 296 378 16 5 0
McLeod "Lynn Twp" 271 93 175 3 0 0
McLeod "Penn Twp" 152 57 92 3 0 0
McLeod Plato 141 55 79 6 0 1
McLeod "Rich Valley Twp" 338 141 188 7 2 0
McLeod "Round Grove Twp" 96 31 60 5 0 0
McLeod "Silver Lake" 346 185 147 11 3 0
McLeod Stewart 184 93 80 11 0 0
McLeod "Sumter Twp" 230 96 133 1 0 0
McLeod Winsted 894 370 488 32 4 0
McLeod "Winsted Twp" 455 193 255 3 4 0
Mahnomen "Beaulieu Twp" 38 12 24 1 1 0
Mahnomen Bejou 42 29 10 3 0 0
Mahnomen "Bejou Twp" 36 22 14 0 0 0
Mahnomen "Chief Twp" 43 25 17 1 0 0
Mahnomen "Clover Twp" 31 19 8 3 1 0
Mahnomen "Gregory Twp" 45 22 23 0 0 0
Mahnomen "Heier Twp" 57 35 22 0 0 0
Mahnomen "Island Lake Twp" 101 39 57 5 0 0
Mahnomen "La Garde Twp" 73 25 44 3 1 0
Mahnomen "Lake Grove Twp" 84 46 34 3 1 0
Mahnomen Mahnomen 415 251 120 33 11 0
Mahnomen "Marsh Creek Twp" 61 32 29 0 0 0
Mahnomen "Oakland Twp" 114 59 49 6 0 0
Mahnomen "Pembina Twp" 211 109 93 7 2 0
Mahnomen "Popple Grove Twp" 57 27 28 1 1 0
Mahnomen "Rosedale Twp" 90 44 45 1 0 0
Mahnomen "Twin Lakes Twp" 188 138 29 19 2 0
Mahnomen "Little Elbow Twp" 95 72 18 4 1 0
Mahnomen Waubun 141 92 44 3 2 0
Marshall "Agder Twp" 44 22 22 0 0 0
Marshall "Alma Twp" 47 18 28 1 0 0
Marshall Alvarado 115 53 58 3 1 0
Marshall Argyle 281 130 145 4 2 0
Marshall "Augsburg Twp" 31 15 16 0 0 0
Marshall "Big Woods Twp" 17 8 9 0 0 0
Marshall "Bloomer Twp" 35 21 13 0 1 0
Marshall "Boxville Twp" 28 13 13 2 0 0
Marshall "Cedar Twp" 58 26 28 3 1 0
Marshall "Como Twp" 25 14 10 1 0 0
Marshall "Comstock Twp" 61 19 41 0 1 0
Marshall "Donnelly Twp" 13 2 11 0 0 0
Marshall "Eagle Point Twp" 6 2 4 0 0 0
Marshall "East Park Twp" 7 3 4 0 0 0
Marshall "East Valley Twp" 14 2 11 1 0 0
Marshall "Eckvoll Twp" 42 20 21 0 1 0
Marshall "Espelie Twp" 19 9 10 0 0 0
Marshall "Excel Twp" 135 65 68 2 0 0
Marshall "Foldahl Twp" 41 20 17 3 1 0
Marshall "Fork Twp" 6 2 4 0 0 0
Marshall "Grand Plain Twp" 26 11 15 0 0 0
Marshall Grygla 81 44 33 3 1 0
Marshall Holt 33 16 16 0 1 0
Marshall "Holt Twp" 52 21 29 0 2 0
Marshall "Huntly Twp" 42 19 22 1 0 0
Marshall "Lincoln Twp" 44 24 18 2 0 0
Marshall "Linsell Twp" 11 8 3 0 0 0
Marshall "McCrea Twp" 128 38 87 3 0 0
Marshall "Marsh Grove Twp" 70 21 47 0 2 0
Marshall "Middle River" 161 94 58 6 3 0
Marshall "Middle River Twp" 30 13 17 0 0 0
Marshall "Moose River Twp" 15 5 10 0 0 0
Marshall "Moylan Twp" 60 27 28 5 0 0
Marshall "Mud Lake Unorg" 0 0 0 0 0 0
Marshall "Nelson Park Twp" 69 34 35 0 0 0
Marshall Newfolden 123 50 70 2 1 0
Marshall "New Folden Twp" 96 37 55 3 1 0
Marshall "New Maine Twp" 83 37 43 3 0 0
Marshall "New Solum Twp" 117 46 69 0 2 0
Marshall "Oak Park Twp" 60 27 33 0 0 0
Marshall Oslo 70 40 28 1 1 0
Marshall "Parker Twp" 16 8 8 0 0 0
Marshall "Rollis Twp" 52 33 17 2 0 0
Marshall "Sinnott Twp" 15 5 10 0 0 0
Marshall "Spruce Valley Twp" 124 60 54 7 3 0
Marshall Stephen 275 145 123 5 2 0
Marshall Strandquist 21 15 6 0 0 0
Marshall "Tamarac Twp" 32 13 19 0 0 0
Marshall "Thief Lake Twp" 27 18 8 1 0 0
Marshall "Valley Twp" 74 32 40 1 1 0
Marshall "Vega Twp" 63 26 36 0 1 0
Marshall "Veldt Twp" 22 7 15 0 0 0
Marshall Viking 31 12 13 5 1 0
Marshall "Viking Twp" 73 29 40 4 0 0
Marshall "Wanger Twp" 31 15 14 2 0 0
Marshall Warren 678 297 365 14 2 0
Marshall "Warrenton Twp" 54 13 38 1 2 0
Marshall "West Valley Twp" 56 19 36 1 0 0
Marshall "Whiteford Twp" 24 16 8 0 0 0
Marshall "Wright Twp" 46 25 21 0 0 0
Martin "Cedar Twp" 116 47 67 2 0 0
Martin "Center Creek Twp" 107 39 68 0 0 0
Martin Ceylon 141 65 66 8 2 0
Martin Dunnell 52 24 24 3 1 0
Martin "East Chain Twp" 151 46 105 0 0 0
Martin "Elm Creek Twp" 104 56 47 1 0 0
Martin "Fairmont W-1 P-1" 531 228 290 11 2 0
Martin "Fairmont W-1 P-2" 750 354 372 18 6 0
Martin "Fairmont W-2 P-1" 535 259 261 11 3 1
Martin "Fairmont W-2 P-2" 673 297 364 10 2 0
Martin "Fairmont W-3 P-1" 376 196 150 27 3 0
Martin "Fairmont W-3 P-2" 441 200 219 16 5 1
Martin "Fairmont W-4 P-1" 424 169 232 20 3 0
Martin "Fairmont W-4 P-2" 328 157 150 17 4 0
Martin "Fairmont Twp" 148 53 94 1 0 0
Martin "Fox Lake Twp" 151 74 75 2 0 0
Martin "Fraser Twp" 115 29 84 2 0 0
Martin "Galena Twp" 109 49 59 1 0 0
Martin Granada 125 64 51 6 4 0
Martin "Jay Twp" 143 42 98 2 1 0
Martin "Lake Belt Twp" 102 32 63 5 2 0
Martin "Lake Fremont Twp" 78 30 47 1 0 0
Martin "Manyaska Twp" 180 66 110 4 0 0
Martin "Nashville Twp" 97 34 62 1 0 0
Martin Northrop 87 32 52 3 0 0
Martin Ormsby 20 13 7 0 0 0
Martin "Pleasant Prairie Twp" 116 53 60 1 2 0
Martin "Rolling Green Twp" 123 54 66 1 2 0
Martin "Rutland Twp" 192 67 124 1 0 0
Martin Sherburn 452 188 241 21 2 0
Martin "Silver Lake Twp" 288 101 180 6 1 0
Martin "Tenhassen Twp" 130 51 76 3 0 0
Martin Trimont 351 160 175 16 0 0
Martin Truman 463 193 252 14 3 1
Martin "Waverly Twp" 104 60 43 0 1 0
Martin Welcome 291 138 138 12 3 0
Martin "Westford Twp" 145 50 92 1 2 0
Meeker "Acton Twp" 181 96 81 2 2 0
Meeker "Cedar Mills" 19 11 7 1 0 0
Meeker "Cedar Mills Twp" 164 65 94 0 5 0
Meeker "Collinwood Twp" 622 263 346 8 5 0
Meeker Cosmos 178 93 73 7 5 0
Meeker "Cosmos Twp" 88 39 45 2 2 0
Meeker "Danielson Twp" 135 70 62 1 2 0
Meeker Darwin 146 58 73 14 1 0
Meeker "Darwin Twp" 334 137 187 7 3 0
Meeker Dassel 674 301 347 21 5 0
Meeker "Dassel Twp" 862 338 504 16 3 1
Meeker "Eden Valley" 183 85 88 10 0 0
Meeker "Ellsworth Twp" 505 211 291 2 1 0
Meeker "Forest City Twp" 324 130 186 7 1 0
Meeker "Forest Prairie Twp" 404 183 215 4 2 0
Meeker "Greenleaf Twp" 365 178 182 4 1 0
Meeker "Grove City" 213 98 103 7 5 0
Meeker "Harvey Twp" 164 86 74 4 0 0
Meeker Kingston 68 17 47 4 0 0
Meeker "Kingston Twp" 609 191 406 11 1 0
Meeker "Litchfield W-1" 602 334 250 12 6 0
Meeker "Litchfield W-2" 539 279 242 13 5 0
Meeker "Litchfield W-3" 483 264 213 4 2 0
Meeker "Litchfield W-4" 549 298 232 16 3 0
Meeker "Litchfield W-5" 433 223 192 12 6 0
Meeker "Litchfield Twp" 428 176 242 6 4 0
Meeker "Manannah Twp" 235 95 135 2 2 1
Meeker "Swede Grove Twp" 162 70 89 2 1 0
Meeker "Union Grove Twp" 316 130 176 9 1 0
Meeker Watkins 353 158 181 10 4 0
"Mille Lacs" Bock 22 14 8 0 0 0
"Mille Lacs" "Bogus Brook Twp" 654 247 387 16 3 1
"Mille Lacs" "Borgholm Twp" 750 281 434 30 5 0
"Mille Lacs" "Bradbury Twp" 81 39 38 4 0 0
"Mille Lacs" "Dailey Twp" 88 33 52 3 0 0
"Mille Lacs" "East Side Twp" 358 172 173 10 3 0
"Mille Lacs" Foreston 183 74 103 6 0 0
"Mille Lacs" "Greenbush Twp" 534 210 301 16 7 0
"Mille Lacs" "Hayland Twp" 220 72 139 6 3 0
"Mille Lacs" Isle 380 201 155 22 2 0
"Mille Lacs" "Isle Harbor Twp" 249 110 130 5 4 0
"Mille Lacs" "Kathio Twp" 500 312 152 35 1 0
"Mille Lacs" "Lewis Twp" 17 9 7 1 0 0
"Mille Lacs" Milaca 1130 538 545 38 9 0
"Mille Lacs" "Milaca Twp" 729 274 431 21 3 0
"Mille Lacs" "Milo Twp" 653 236 399 10 8 0
"Mille Lacs" "Mudgett Twp" 42 12 26 0 4 0
"Mille Lacs" Onamia 257 158 90 8 1 0
"Mille Lacs" "Onamia Twp" 210 124 79 5 2 0
"Mille Lacs" "Page Twp" 327 116 198 8 5 0
"Mille Lacs" Pease 96 41 51 3 1 0
"Mille Lacs" Princeton 1778 864 807 87 19 1
"Mille Lacs" "Princeton Twp" 982 397 553 23 9 0
"Mille Lacs" "South Harbor Twp" 351 160 180 9 2 0
"Mille Lacs" Wahkon 139 77 54 7 1 0
Morrison "Agram Twp" 270 92 172 3 3 0
Morrison "Belle Prairie Twp" 306 94 204 8 0 0
Morrison "Bellevue Twp" 556 186 360 9 1 0
Morrison Bowlus 91 44 44 3 0 0
Morrison Buckman 114 33 71 9 1 0
Morrison "Buckman Twp" 281 64 213 3 1 0
Morrison "Buh Twp" 233 52 178 1 2 0
Morrison "Culdrum Twp" 198 67 128 1 2 0
Morrison "Cushing Twp" 348 108 227 8 3 2
Morrison "Darling Twp" 265 82 179 4 0 0
Morrison Elmdale 47 16 30 0 1 0
Morrison "Elmdale Twp" 441 111 323 5 2 0
Morrison Flensburg 96 32 64 0 0 0
Morrison Genola 20 4 15 1 0 0
Morrison "Granite Twp" 224 51 167 5 1 0
Morrison "Green Prairie Twp" 340 118 215 7 0 0
Morrison Harding 47 23 22 2 0 0
Morrison Hillman 9 6 3 0 0 0
Morrison "Hillman Twp" 85 19 64 1 1 0
Morrison "Lakin Twp" 186 69 112 4 1 0
Morrison Lastrup 38 22 16 0 0 0
Morrison "Leigh Twp" 84 27 55 2 0 0
Morrison "Little Falls W-1" 1078 538 504 26 10 0
Morrison "Little Falls W-2" 1555 706 811 33 5 0
Morrison "Little Falls W-3" 890 347 500 34 9 0
Morrison "Little Falls Twp" 804 326 458 14 6 0
Morrison "Morrill Twp" 251 92 155 2 2 0
Morrison Motley 205 72 120 8 5 0
Morrison "Motley Twp" 111 35 68 6 1 1
Morrison "Mount Morris Twp" 33 14 19 0 0 0
Morrison "Parker Twp" 202 91 109 2 0 0
Morrison Pierz 537 182 338 15 1 1
Morrison "Pierz Twp" 197 48 148 1 0 0
Morrison "Pike Creek Twp" 471 140 317 9 5 0
Morrison "Platte Twp" 129 44 82 3 0 0
Morrison "Pulaski Twp" 114 41 69 4 0 0
Morrison Randall 235 91 132 7 5 0
Morrison "Richardson Twp" 236 75 159 2 0 0
Morrison "Ripley Twp" 340 124 206 9 1 0
Morrison "Rosing Twp" 118 23 88 5 2 0
Morrison Royalton 432 178 236 12 6 0
Morrison "Scandia Valley Twp" 760 312 432 11 5 0
Morrison Sobieski 87 30 52 4 1 0
Morrison "Swan River Twp" 336 130 201 5 0 0
Morrison Swanville 117 43 66 6 2 0
Morrison "Swanville Twp" 232 61 165 4 2 0
Morrison "Two Rivers Twp" 379 116 256 4 2 1
Morrison Upsala 195 67 125 2 1 0
Mower Adams 366 208 140 15 3 0
Mower "Adams Twp" 271 172 93 4 2 0
Mower "Austin W-1 P-1" 1360 899 408 46 7 0
Mower "Austin W-1 P-2" 1309 865 382 45 17 0
Mower "Austin W-1 P-3" 59 28 29 2 0 0
Mower "Austin W-2 P-1" 1380 844 482 43 11 0
Mower "Austin W-2 P-2" 1956 1202 718 26 10 0
Mower "Austin W-3 P-1" 964 595 293 58 18 0
Mower "Austin W-3 P-2" 1117 686 371 54 6 0
Mower "Austin Twp" 428 242 172 7 7 0
Mower "Bennington Twp" 71 34 36 1 0 0
Mower Brownsdale 313 171 132 8 2 0
Mower "Clayton Twp" 83 45 35 3 0 0
Mower Dexter 161 89 61 6 4 1
Mower "Dexter Twp" 155 66 83 6 0 0
Mower Elkton 59 27 29 1 2 0
Mower "Frankford Twp" 184 69 111 2 2 0
Mower "Grand Meadow" 471 225 219 22 5 0
Mower "Grand Meadow Twp" 136 48 85 2 1 0
Mower "Lansing Twp" 414 225 178 9 2 0
Mower "Le Roy" 424 201 200 16 7 0
Mower "Le Roy Twp" 172 77 88 5 1 1
Mower "Lodi Twp" 127 68 54 4 1 0
Mower Lyle 216 125 80 7 4 0
Mower "Lyle Twp" 171 73 95 2 1 0
Mower Mapleview 57 41 11 3 2 0
Mower "Marshall Twp" 165 86 72 7 0 0
Mower "Nevada Twp" 164 95 64 2 3 0
Mower "Pleasant Valley Twp" 133 55 77 0 1 0
Mower Racine 188 68 113 6 1 0
Mower "Racine Twp" 236 90 137 1 8 0
Mower "Red Rock Twp" 385 169 206 9 1 0
Mower "Rose Creek" 185 115 63 5 2 0
Mower Sargeant 17 4 8 5 0 0
Mower "Sargeant Twp" 123 42 79 1 1 0
Mower Taopi 23 19 4 0 0 0
Mower "Udolpho Twp" 220 113 104 3 0 0
Mower Waltham 71 40 26 4 1 0
Mower "Waltham Twp" 157 61 84 9 3 0
Mower "Windom Twp" 202 114 83 4 1 0
Murray Avoca 54 18 34 2 0 0
Murray "Belfast Twp" 100 49 46 4 1 0
Murray "Bondin Twp" 145 58 83 3 1 0
Murray "Cameron Twp" 49 18 30 1 0 0
Murray "Chanarambie Twp" 87 18 67 2 0 0
Murray Chandler 97 14 81 2 0 0
Murray Currie 88 56 28 3 1 0
Murray "Des Moines River Twp" 70 38 30 2 0 0
Murray "Dovray Twp" 88 39 48 0 1 0
Murray Dovray 42 24 16 1 1 0
Murray "Ellsborough Twp" 74 35 38 0 1 0
Murray "Fenton Twp" 90 24 64 2 0 0
Murray Fulda 597 306 262 27 2 0
Murray Hadley 38 29 9 0 0 0
Murray "Holly Twp" 46 22 24 0 0 0
Murray Iona 71 38 29 4 0 0
Murray "Iona Twp" 78 44 33 1 0 0
Murray "Lake Sarah Twp" 215 98 113 4 0 0
Murray "Lake Wilson" 124 60 59 5 0 0
Murray "Leeds Twp" 115 34 79 2 0 0
Murray "Lime Lake Twp" 87 37 46 3 1 0
Murray "Lowville Twp" 82 34 46 1 1 0
Murray "Mason Twp" 179 84 93 1 1 0
Murray "Moulton Twp" 99 9 90 0 0 0
Murray "Murray Twp" 92 35 53 1 3 0
Murray "Shetek Twp" 177 83 89 3 2 0
Murray "Skandia Twp" 51 25 24 2 0 0
Murray Slayton 923 511 371 35 6 0
Murray "Slayton Twp" 173 85 85 3 0 0
Nicollet "Belgrade Twp" 582 307 257 15 3 0
Nicollet "Bernadotte Twp" 115 57 58 0 0 0
Nicollet "Brighton Twp" 68 28 36 3 1 0
Nicollet Courtland 348 163 174 6 4 1
Nicollet "Courtland Twp" 306 134 165 5 2 0
Nicollet "Granby Twp" 134 58 75 1 0 0
Nicollet Lafayette 192 95 85 8 3 1
Nicollet "Lafayette Twp" 300 138 153 6 3 0
Nicollet "Lake Prairie Twp" 371 199 165 6 1 0
Nicollet "Mankato W-2 P-30" 0 0 0 0 0 0
Nicollet "New Sweden Twp" 149 64 83 2 0 0
Nicollet Nicollet 521 246 257 13 4 1
Nicollet "Nicollet Twp" 250 117 123 9 1 0
Nicollet "North Mankato P-1" 984 670 253 48 13 0
Nicollet "North Mankato P-2" 946 643 256 34 12 1
Nicollet "North Mankato P-3" 944 602 304 31 7 0
Nicollet "North Mankato P-4" 1190 749 411 25 5 0
Nicollet "North Mankato P-5" 1302 735 529 30 8 0
Nicollet "North Mankato P-6" 1251 770 440 28 12 1
Nicollet "North Mankato P-7" 296 172 110 11 3 0
Nicollet "Oshawa Twp" 300 167 125 6 2 0
Nicollet "Ridgely Twp" 57 31 25 1 0 0
Nicollet "Saint Peter W-1 P-1" 1345 876 409 45 15 0
Nicollet "Saint Peter W-1 P-2" 1354 937 378 31 8 0
Nicollet "Saint Peter W-2 P-1" 919 707 164 32 16 0
Nicollet "Saint Peter W-2 P-2" 1116 781 285 33 17 0
Nicollet "Traverse Twp" 189 111 74 4 0 0
Nicollet "West Newton Twp" 200 75 123 1 1 0
Nobles Adrian 437 194 225 14 3 1
Nobles Bigelow 67 25 40 2 0 0
Nobles "Bigelow Twp" 193 71 115 4 3 0
Nobles "Bloom Twp" 77 43 34 0 0 0
Nobles Brewster 191 93 96 2 0 0
Nobles "Dewald Twp" 122 40 79 2 1 0
Nobles Dundee 35 19 10 5 1 0
Nobles "Elk Twp" 123 40 83 0 0 0
Nobles Ellsworth 187 61 115 8 2 1
Nobles "Graham Lakes Twp" 102 51 50 1 0 0
Nobles "Grand Prairie Twp" 86 13 73 0 0 0
Nobles "Hersey Twp" 76 27 45 4 0 0
Nobles "Indian Lake Twp" 89 28 57 3 1 0
Nobles Kinbrae 5 2 3 0 0 0
Nobles "Larkin Twp" 77 27 48 2 0 0
Nobles "Leota Twp" 162 18 142 0 2 0
Nobles Lismore 94 42 50 2 0 0
Nobles "Lismore Twp" 61 20 40 1 0 0
Nobles "Little Rock Twp" 74 15 59 0 0 0
Nobles "Lorain Twp" 137 42 88 3 4 0
Nobles "Olney Twp" 62 18 42 2 0 0
Nobles "Ransom Twp" 100 44 53 2 1 0
Nobles "Round Lake" 132 43 79 10 0 0
Nobles Rushmore 142 48 84 10 0 0
Nobles "Seward Twp" 94 27 65 2 0 0
Nobles "Summit Lake Twp" 158 74 76 6 2 0
Nobles "Westside Twp" 76 24 51 1 0 0
Nobles Wilmont 145 67 73 3 2 0
Nobles "Wilmont Twp" 77 25 50 1 1 0
Nobles "Worthington W-1 P-1" 410 217 174 13 6 0
Nobles "Worthington W-1 P-2" 250 145 92 9 3 1
Nobles "Worthington W-1 P-3" 203 122 64 15 2 0
Nobles "Worthington W-1 P-4" 132 82 45 4 1 0
Nobles "Worthington W-1 P-5" 327 195 109 16 6 1
Nobles "Worthington W-2 P-1" 837 420 385 25 7 0
Nobles "Worthington W-2 P-2" 254 134 105 13 2 0
Nobles "Worthington W-2 P-3" 231 135 81 10 4 1
Nobles "Worthington W-2 P-4" 265 157 87 13 8 0
