COUNTY AREA TOTAL DEM REP CON WRI
COUNTY AREA TOTAL Harrison Graham Bledsoe Writein
York Harvest 939 400 523 15 1
York "Old Pointe" 1259 614 628 17 0
York "Tools Fork" 1486 559 903 21 3
York Carolina 1181 511 659 11 0
York Fairgrounds 1163 940 215 8 0
York "Ferry Branch" 833 219 593 21 0
York Friendship 589 197 381 10 1
York "Hollis Lakes" 1525 782 717 24 2
York Hopewell 942 371 551 20 0
York Manchester 1072 552 507 13 0
York "Mill Creek" 942 272 653 17 0
York "Nation Ford" 2254 1037 1188 26 3
York "Neelys Creek" 741 223 501 17 0
York "Pole Branch" 1751 638 1089 24 0
York "Six Mile" 993 231 751 10 1
York Springdale 920 571 343 6 0
York Springfield 1808 626 1164 18 0
York Stateline 1419 671 714 33 1
York Wylie 1537 595 916 26 0
York Roosevelt 1143 489 633 19 2
York Larne 1099 412 652 35 0
York "Rock Creek" 1250 361 847 42 0
York "River's Edge" 2110 711 1365 32 2
York Baxter 1118 511 600 6 1
York Kanawha 2101 894 1176 26 5
York Celanese 2023 1123 878 21 1
York Failsafe 68 17 47 4 0
York Provisional 388 140 237 11 0
York "Failsafe Provisional" 482 181 291 10 0
